,HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,ULATIVE FROM JULY,Unnamed: 6
0,,,,QUANTITY,VALUE,QUANTITY,VALUE
29748,62063090.0,OTH BLOUSES W/GRL COT NOT KNIT,DOZ,7289,46140,46771,309220
29749,,Australia,,68,639,68,639
29750,,Bangladesh,,,,,
29751,,Belgium,,,,391,2290
29752,,Canada,,,,,
29753,,France,,,,199,1097
29754,,Gambia,,,,,
29755,,Germany,,96,723,1588,9875
29756,,Greece,,,,8,43
29757,,India,,,,,
29758,,Italy,,,,323,3195
29759,,Kuwait,,,,184,1255
29760,,Malaysia,,,,5,37
29761,,Netherlands,,,,,
29762,,New Zealand,,,,,
29763,,Nigeria,,,,55,446
29764,,Norway,,,,,
29765,,Oman,,,,,
29766,,Qatar,,,,,
29767,,Saudi Arabia,,40,339,40,339
29768,,Spain,,323,2510,323,2510
29769,,Sri Lanka,,,,155,1183
29770,,Sweden,,,,,
29771,,Thailand,,,,4,23
29772,,U.S.America,,452,3484,2399,16620
29773,,United Arab Emirates,,6310,38445,40031,262338
29774,,United Kingdom,,,,998,7331
29775,62064010.0,MULTANI CHOLI M-MADE FIB W/GRL,DOZ,,,,
29776,,New Zealand,,,,,
29777,62064040.0,KURTA OF M-MADE FIBRE W/GRL,DOZ,,,10,64
29778,,Bangladesh,,,,,
29779,,Fiji,,,,,
29780,,Malaysia,,,,,
29781,,Mauritius,,,,,
29782,,U.S.America,,,,10,64
29783,62064090.0,O-BLOUSES W/GRL M/MAD NOT KNIT,DOZ,25,171,2000,13618
29784,,Australia,,,,6,70
29785,,Belgium,,,,10,71
29786,,Canada,,,,50,376
29787,,Germany,,,,,
29788,,Italy,,,,,
29789,,"Korea, Republic of",,,,,
29790,,Malaysia,,,,,
29791,,Netherlands,,,,295,2068
29792,,Philippines,,,,,
29793,,Portugal,,,,3,30
29794,,Qatar,,,,483,3843
29795,,Saudi Arabia,,,,,
29796,,South Africa,,25,171,25,171
29797,,Spain,,,,15,53
29798,,U.S.America,,,,459,2987
29799,,United Arab Emirates,,,,568,3393
29800,,United Kingdom,,,,86,556
29801,62069020.0,PUNJABI KAMEEX OTH TEX MATERIA,DOZ,,,,
29802,,Canada,,,,,
29803,,Mauritius,,,,,
29804,62069040.0,KURTA OF OTH TEXTILE MATERIAL,DOZ,131,556,859,4306
29805,,Austria,,,,,
29806,,Belgium,,,,,
29807,,Canada,,,,558,2831
29808,,Germany,,,,42,272
29809,,Kuwait,,,,,
29810,,Malaysia,,43,210,43,210
29811,,Mauritius,,,,,
29812,,Singapore,,,,,
29813,,Sri Lanka,,,,,
29814,,U.S.America,,,,6,8
29815,,United Kingdom,,88,346,210,985
29816,62069090.0,OTH BLOUSES W/GRL TEX MAT N/KN,DOZ,3925,21368,88245,481088
29817,,Argentina,,,,100,892
29818,,Australia,,,,,
29819,,Austria,,,,52,392
29820,,Belgium,,50,365,777,5138
29821,,Canada,,,,1804,7348
29822,,Finland,,,,,
29823,,France,,,,,
29824,,Germany,,204,1205,648,4136
29825,,Ireland,,,,15,89
29826,,Italy,,,,,
29827,,"Korea, Republic of",,,,660,4689
29828,,Kuwait,,,,2,6
29829,,Madagascar,,,,,
29830,,Malaysia,,,,1226,4159
29831,,Mexico,,125,1150,2678,18119
29832,,Netherlands,,,,,
29833,,New Zealand,,,,,
29834,,Poland,,,,13,86
29835,,Saudi Arabia,,,,1225,7693
29836,,Singapore,,,,21,107
29837,,Spain,,,,15,60
29838,,Sweden,,,,58,429
29839,,U.S.America,,2209,11527,65372,343634
29840,,United Arab Emirates,,40,244,496,2642
29841,,United Kingdom,,1297,6876,13083,81470
29842,62071100.0,UNEDERPANT ETC M/BOR COTTON,DOZ,60,116,8505,31275
29843,,Australia,,,,23,78
29844,,Canada,,,,,
29845,,Chile,,,,35,112
29846,,Ireland,,,,639,1444
29847,,Nepal,,,,,
29848,,Netherlands,,,,7288,27680
29849,,Spain,,,,,
29850,,U.S.America,,60,116,491,1884
29851,,United Kingdom,,,,29,77
29852,62071990.0,"OTH UNDERPANT,BRIEFS O/TEX N-K",DOZ,,,7596,20847
29853,,France,,,,70,363
29854,,Germany,,,,857,3225
29855,,Lebanon,,,,311,336
29856,,Madagascar,,,,31,139
29857,,Netherlands,,,,490,1319
29858,,New Zealand,,,,13,137
29859,,Norway,,,,450,1482
29860,,Saudi Arabia,,,,2745,5201
29861,,Spain,,,,33,231
29862,,Sweden,,,,1200,4532
29863,,U.S.America,,,,415,1439
29864,,United Arab Emirates,,,,901,2255
29865,,United Kingdom,,,,80,187
29866,62072100.0,NIGHTSHIRT/PYJAMA MEN COT N/K,DOZ,70,371,20718,141576
29867,,Algeria,,,,44,270
29868,,Belgium,,,,,
29869,,Canada,,,,,
29870,,Estonia,,,,100,936
29871,,Finland,,,,70,555
29872,,France,,,,45,412
29873,,Georgia,,,,30,210
29874,,Germany,,,,750,4634
29875,,Greece,,,,290,2500
29876,,Italy,,,,3331,23087
29877,,Japan,,,,,
29878,,Mexico,,,,,
29879,,Netherlands,,,,690,4335
29880,,South Africa,,,,253,240
29881,,Spain,,,,5720,43177
29882,,U.S.America,,70,371,9178,59915
29883,,United Arab Emirates,,,,60,433
29884,,United Kingdom,,,,157,872
29885,62072200.0,NIGHTSHIRT/PYJAMA MEN M/MAD NK,DOZ,240,995,2081,9801
29886,,Australia,,20,150,20,150
29887,,Canada,,,,1,6
29888,,Germany,,,,,
29889,,Ireland,,,,100,352
29890,,Italy,,,,75,756
29891,,Lebanon,,,,200,629
29892,,Oman,,,,95,452
29893,,Sudan,,,,,
29894,,U.S.America,,,,910,4903
29895,,United Kingdom,,220,845,680,2553
29896,62072900.0,NIGHTSHIRT/PYJAMA MEN T/MAT NK,DOZ,6680,25363,142223,624479
29897,,Australia,,,,55,224
29898,,Austria,,,,,
29899,,Bahrain,,,,528,1642
29900,,Belgium,,144,649,496,2142
29901,,Canada,,,,8950,43967
29902,,Costa Rica,,,,20,130
29903,,Czech Republic,,,,55,151
29904,,France,,1648,6387,9218,37716
29905,,Gambia,,,,,
29906,,Georgia,,,,3,17
29907,,Germany,,,,28,74
29908,,Guinea,,,,391,1848
29909,,Ireland,,,,522,2612
29910,,Italy,,,,572,2590
29911,,Japan,,,,20,132
29912,,Jordan,,,,71,389
29913,,Malaysia,,,,,
29914,,Mali,,,,64,510
29915,,Malta,,,,,
29916,,Mexico,,,,,
29917,,Netherlands,,,,199,446
29918,,New Zealand,,,,62,433
29919,,Norway,,,,591,3973
29920,,Saudi Arabia,,,,113,652
29921,,Senegal,,,,2672,14213
29922,,Singapore,,,,,
29923,,Slovakia/Slovak R.,,,,15,113
29924,,South Africa,,,,265,1494
29925,,Spain,,5,23,637,2599
29926,,Sweden,,,,188,847
29927,,Switzerland,,,,131,522
29928,,U.S.America,,3030,10234,80806,330642
29929,,United Arab Emirates,,,,1820,8378
29930,,United Kingdom,,1853,8070,33731,166024
29931,62079100.0,BATHROB ETC MEN COTTON N/KNIT,NO,50814,358628,580740,3836854
29932,,Albania,,,,61,520
29933,,Algeria,,,,1005,5844
29934,,Argentina,,,,228,2624
29935,,Australia,,,,1629,7398
29936,,Bahrain,,,,,
29937,,Belgium,,2110,17505,29028,197405
29938,,Bulgaria,,,,2237,16731
29939,,Canada,,1000,6765,5374,31723
29940,,Chile,,,,811,5552
29941,,Croatia,,100,702,813,5656
29942,,Cyprus,,396,3391,1572,11931
29943,,Czech Republic,,,,1195,6585
29944,,Denmark,,610,4378,1450,9322
29945,,Estonia,,,,3537,25828
29946,,Finland,,394,3836,3517,24212
29947,,France,,1550,13813,23100,183792
29948,,Germany,,4405,23404,36405,239657
29949,,Ghana,,,,,
29950,,Greece,,1080,9673,21000,138271
29951,,Hong Kong S.A.Re.Chi,,,,,
29952,,Iraq,,,,,
29953,,Ireland,,215,2104,6243,35731
29954,,Italy,,16425,102300,181795,1154010
29955,,Jordan,,125,1148,450,3309
29956,,Kenya,,649,3310,12261,66651
29957,,Kuwait,,790,6818,6449,50570
29958,,Latvia,,1010,8802,3299,28275
29959,,Libya,,,,220,1452
29960,,Lithuania,,422,3752,742,6510
29961,,Malaysia,,236,1209,979,5891
29962,,Malta,,,,820,5329
29963,,Mauritius,,,,773,5523
29964,,Mexico,,,,105,786
29965,,Mozambique,,,,318,2460
29966,,Netherlands,,430,4139,18272,118066
29967,,New Zealand,,,,,
29968,,Norway,,,,1496,10002
29969,,O.Asia(Tai.For.Pe.Ki,,,,,
29970,,Oman,,,,300,1979
29971,,Poland,,1750,14090,6561,50429
29972,,Portugal,,650,5000,4163,30539
29973,,Qatar,,,,1420,8389
29974,,Reunion,,,,,
29975,,Romania,,65,602,2555,16422
29976,,Russian Federation,,,,,
29977,,Saudi Arabia,,678,3416,13986,109744
29978,,Senegal,,,,260,1987
29979,,Seychelles,,,,15,136
29980,,Singapore,,,,439,3177
29981,,Slovenia,,,,80,1100
29982,,Somalia,,622,4430,635,4565
29983,,South Africa,,,,3177,19027
29984,,Spain,,4354,38543,78934,508139
29985,,Sri Lanka,,380,3266,390,3323
29986,,Sweden,,925,7266,8306,52124
29987,,Switzerland,,,,,
29988,,Thailand,,,,22,117
29989,,Tunisia,,,,,
29990,,U.R.of Tanzania,,,,6819,33867
29991,,U.S.America,,2613,14778,16181,110334
29992,,Ukraine,,,,35,262
29993,,United Arab Emirates,,1520,6919,19169,96008
29994,,United Kingdom,,5310,43269,49331,372158
29995,,Uruguay,,,,778,5412
29996,,Yemen,,,,,
29997,62079900.0,BATHROB ETC MEN TEX MAT N/KNIT,NO,59338,439378,460621,3028593
29998,,Afghanistan,,,,40,241
29999,,Australia,,,,970,6235
30000,,Austria,,1120,5174,2970,14721
30001,,Bahrain,,320,2976,1185,7038
30002,,Belgium,,1201,8742,25143,175560
30003,,Brazil,,,,,
30004,,Bulgaria,,,,125,797
30005,,Canada,,,,8392,61638
30006,,Chile,,,,1059,6142
30007,,Costa Rica,,,,,
30008,,Croatia,,,,270,2631
30009,,Czech Republic,,,,,
30010,,Denmark,,12,115,72,640
30011,,France,,144,1198,4432,31330
30012,,Gambia,,,,,
30013,,Germany,,4290,30686,40359,213205
30014,,Ghana,,,,,
30015,,Ireland,,,,425,2591
30016,,Italy,,400,3034,8982,62081
30017,,Malaysia,,,82,31,300
30018,,Malta,,,,12,94
30019,,Mauritius,,,,,
30020,,Mexico,,,,,
30021,,Nepal,,,,,
30022,,Netherlands,,1118,7180,6729,45946
30023,,New Zealand,,,,456,2843
30024,,Nigeria,,,,2283,13878
30025,,Norway,,200,2740,4863,29821
30026,,Oman,,,,162,1440
30027,,Poland,,,,585,4962
30028,,Qatar,,,,70,539
30029,,Saudi Arabia,,199,1891,8762,56728
30030,,Senegal,,,,4,26
30031,,Singapore,,,,,
30032,,Slovenia,,,,33,229
30033,,Somalia,,,,,
30034,,Spain,,717,4791,7019,48666
30035,,Sri Lanka,,,,135,747
30036,,Sudan,,,,,
30037,,Sweden,,300,3448,2283,18106
30038,,Switzerland,,,,,
30039,,Thailand,,15,289,15,289
30040,,U.S.America,,47054,352045,305670,2057108
30041,,Ukraine,,,,225,901
30042,,United Arab Emirates,,149,810,1289,7521
30043,,United Kingdom,,2099,14177,25571,153600
30044,62081100.0,SLIPS/PETTICOAT W/GRL COT N/NK,DOZ,,,,
30045,,U.S.America,,,,,
30046,62081900.0,SLIPS/PETTICOAT W/GRL T/MAT NK,DOZ,1838,9819,15941,80629
30047,,Australia,,596,3349,5455,28585
30048,,Belgium,,,,351,1498
30049,,Canada,,,,283,1692
30050,,Denmark,,,,1212,1605
30051,,Germany,,,,,
30052,,Italy,,846,3944,1775,7958
30053,,Malaysia,,,,,
30054,,Saudi Arabia,,,,,
30055,,Spain,,,,420,3476
30056,,U.S.America,,396,2526,6150,34931
30057,,United Arab Emirates,,,,283,822
30058,,United Kingdom,,,,12,62
30059,62082100.0,NIGHTDRESS/PYJAMA WOMEN COT NK,DOZ,855,8026,19541,152331
30060,,Belgium,,,,131,1083
30061,,Canada,,,,16,95
30062,,Finland,,,,38,257
30063,,France,,,,,
30064,,Germany,,,,194,1922
30065,,India,,,,1,5
30066,,Italy,,,,,
30067,,Japan,,,,3,24
30068,,Kuwait,,,,94,1014
30069,,Malaysia,,,,,
30070,,Netherlands,,,,,
30071,,Norway,,,,,
30072,,South Africa,,,,,
30073,,Spain,,,,,
30074,,U.S.America,,855,8026,18067,139894
30075,,United Arab Emirates,,,,33,221
30076,,United Kingdom,,,,964,7817
30077,62082200.0,NIGHTDRESS/PYJAMA WOMEN M/M NK,DOZ,2408,14812,37198,224984
30078,,Belgium,,,,5717,33437
30079,,Canada,,,,85,507
30080,,Germany,,160,992,2181,12141
30081,,Italy,,,,,
30082,,Malaysia,,,,,
30083,,Oman,,,,205,929
30084,,Saudi Arabia,,,,,
30085,,Spain,,696,4468,1316,8382
30086,,Sri Lanka,,,,,
30087,,U.S.America,,1552,9352,19397,115343
30088,,United Arab Emirates,,,,244,1540
30089,,United Kingdom,,,,8053,52705
30090,62082900.0,NIGHTDRESS/PYJAMA WOMEN T/M NK,DOZ,8372,29773,56449,257907
30091,,Australia,,,,984,4722
30092,,Austria,,,,425,1281
30093,,Bahrain,,,,3649,17106
30094,,Barbados,,,,273,1732
30095,,Belgium,,145,543,2126,10129
30096,,Canada,,,,74,154
30097,,Denmark,,,,180,662
30098,,France,,,,1018,5892
30099,,Georgia,,,,2,17
30100,,Germany,,,,1198,6478
30101,,Italy,,,,,
30102,,Kuwait,,,,105,565
30103,,Mauritius,,,,,
30104,,Oman,,,,813,3605
30105,,Panama,,,,92,383
30106,,Portugal,,,,,
30107,,Qatar,,,,,
30108,,Saudi Arabia,,,,5098,30790
30109,,Singapore,,,,,
30110,,South Africa,,,,,
30111,,Spain,,983,5121,5967,31694
30112,,Switzerland,,,,261,1140
30113,,Trinidad and Tobago,,,,1922,9459
30114,,U.S.America,,,,7102,30855
30115,,United Arab Emirates,,,,308,1722
30116,,United Kingdom,,7244,24110,24852,99521
30117,62089100.0,BATHROB ETC W/GRL COTTON N/NK,DOZ,10712,109886,148257,1169520
30118,,Argentina,,,,690,3767
30119,,Australia,,76,758,1027,9648
30120,,Belgium,,,,7168,61136
30121,,Canada,,743,7952,873,8733
30122,,Croatia,,,,94,964
30123,,Denmark,,,,7802,51408
30124,,Estonia,,1413,15675,1413,15675
30125,,Finland,,,,434,2046
30126,,France,,407,4542,9076,67022
30127,,Gabon,,,,395,3358
30128,,Georgia,,,,,
30129,,Germany,,1,9,14613,88593
30130,,Greece,,663,5016,6424,57106
30131,,Hong Kong S.A.Re.Chi,,,,3,27
30132,,Ireland,,1066,11324,1473,15595
30133,,Italy,,390,3743,27619,218654
30134,,Japan,,,,,
30135,,Jordan,,,,,
30136,,"Korea, Republic of",,,,,
30137,,Kuwait,,,,231,1699
30138,,Malaysia,,,,19,117
30139,,Mauritius,,,,71,451
30140,,Mexico,,,,66,498
30141,,Netherlands,,,,167,1745
30142,,New Zealand,,110,974,1612,10896
30143,,Philippines,,,,508,4736
30144,,Poland,,,,7772,55980
30145,,Portugal,,,,,
30146,,Qatar,,3,27,628,4672
30147,,Reunion,,,,19,176
30148,,Romania,,81,830,507,4158
30149,,Saudi Arabia,,,,235,1788
30150,,Singapore,,,,87,677
30151,,Slovenia,,,,,
30152,,Spain,,944,9878,13429,110853
30153,,Sweden,,,,2811,20594
30154,,Switzerland,,,,,
30155,,U.S.America,,3049,34825,18628,181690
30156,,United Arab Emirates,,351,2840,9227,68126
30157,,United Kingdom,,1415,11491,12751,94097
30158,,Uruguay,,,,385,2836
30159,62089200.0,BATHROB ETC W/GRL M/MAD FIB NK,DOZ,785,6963,9386,66216
30160,,Australia,,,,59,411
30161,,Canada,,,,100,653
30162,,France,,500,4562,1200,10885
30163,,Germany,,84,642,503,3637
30164,,Greece,,,,28,199
30165,,Ireland,,,,170,1172
30166,,Italy,,,,22,159
30167,,Malaysia,,,,395,3043
30168,,Netherlands,,58,647,1396,9418
30169,,Norway,,,,290,1959
30170,,Portugal,,,,,
30171,,Qatar,,,,44,316
30172,,Romania,,,,,
30173,,Spain,,123,961,410,3300
30174,,U.S.America,,,,863,6218
30175,,United Kingdom,,20,151,3906,24847
30176,62089900.0,BATHROB ETC W/GRL TEX MAT N/NK,DOZ,918,8973,19505,157791
30177,,Australia,,,,159,1470
30178,,Belgium,,,,1837,14534
30179,,Canada,,59,500,813,5568
30180,,France,,421,3433,421,3433
30181,,Germany,,,,1896,16212
30182,,Italy,,,,50,366
30183,,Malaysia,,,,212,432
30184,,Mauritius,,,,16,127
30185,,New Zealand,,,,,
30186,,Panama,,,,924,6915
30187,,Saudi Arabia,,,,1021,9005
30188,,Spain,,20,264,144,1665
30189,,U.R.of Tanzania,,,,108,785
30190,,U.S.America,,170,1803,9929,83439
30191,,United Arab Emirates,,,,26,289
30192,,United Kingdom,,248,2973,1949,13550
30193,62092010.0,BABIES GARMENT COTTON N/KNIT,DOZ,7935,32788,99846,457595
30194,,Algeria,,,,120,842
30195,,Australia,,,,57,383
30196,,Austria,,,,1698,5123
30197,,Bahrain,,,,,
30198,,Belgium,,24,113,1147,6450
30199,,Canada,,621,861,1831,5532
30200,,China,,,,,
30201,,Czech Republic,,,,1920,10419
30202,,Denmark,,,,2800,13919
30203,,Estonia,,,,,
30204,,France,,,,9483,33051
30205,,Gambia,,,,422,2909
30206,,Georgia,,,,141,322
30207,,Germany,,,,9923,60359
30208,,Greece,,,,3,21
30209,,Guyana,,,,,
30210,,Hong Kong S.A.Re.Chi,,,,199,580
30211,,Hungary,,,,,
30212,,India,,,,,
30213,,Ireland,,,,,
30214,,Italy,,,,6717,33129
30215,,Japan,,,,,
30216,,Kenya,,,,,
30217,,"Korea, Republic of",,,,,
30218,,Lebanon,,,,247,1609
30219,,Malaysia,,,,290,714
30220,,Mauritius,,,,,
30221,,Mexico,,35,230,177,1166
30222,,Mozambique,,,,,
30223,,Nepal,,,,5,10
30224,,Netherlands,,,,10244,54459
30225,,New Zealand,,,,231,1239
30226,,Norway,,,,,
30227,,Oman,,,,282,1958
30228,,Peru,,,,1,2
30229,,Philippines,,,,,
30230,,Poland,,,,,
30231,,Portugal,,,,13,86
30232,,Puerto Rico,,,,,
30233,,Qatar,,,,2318,5444
30234,,Romania,,,,52,243
30235,,Russian Federation,,,,,
30236,,Saudi Arabia,,,,1144,3399
30237,,Singapore,,,,389,2531
30238,,Slovenia,,,,340,1608
30239,,South Africa,,,,,
30240,,Spain,,,,5928,29621
30241,,Sri Lanka,,,,,
30242,,Sweden,,,,,
30243,,Switzerland,,,,,
30244,,Thailand,,,,2,7
30245,,Turkey,,,,,
30246,,U.R.of Tanzania,,7,17,7,17
30247,,U.S.America,,6537,29393,36663,158487
30248,,United Arab Emirates,,711,2174,4105,18937
30249,,United Kingdom,,,,947,3020
30250,62092020.0,BABIES CLOTHING COT NOT/KNIT,DOZ,,,1212,9776
30251,,Belgium,,,,,
30252,,Netherlands,,,,1189,9570
30253,,U.S.America,,,,23,205
30254,,United Kingdom,,,,,
30255,62093000.0,BABIE GAR&CLOTH SYN FIB N/KNIT,DOZ,125,437,126,440
30256,,Australia,,,,,
30257,,Canada,,,,,
30258,,Denmark,,,,,
30259,,Gambia,,,,1,2
30260,,Ireland,,,,,
30261,,Italy,,,,,
30262,,Jamaica,,,,,
30263,,Poland,,,,,
30264,,South Africa,,125,437,125,437
30265,,Switzerland,,,,,
30266,,U.S.America,,,,,
30267,,United Kingdom,,,,,
30268,62099010.0,BABIES GARME OF OTH TEXTI MATE,DOZ,2399,7820,6445,29696
30269,,Afghanistan,,,,20,63
30270,,Denmark,,,,,
30271,,France,,,,,
30272,,Germany,,35,92,35,92
30273,,Italy,,,,407,2155
30274,,Libya,,,,,
30275,,Mauritius,,,,10,39
30276,,Netherlands,,,,571,3860
30277,,New Zealand,,,,23,88
30278,,South Africa,,,,30,129
30279,,Spain,,1445,5004,3418,17729
30280,,United Arab Emirates,,919,2723,1890,5336
30281,,United Kingdom,,,,41,205
30282,62099090.0,OTH BABIES GARM/CLOTHING ACCE,DOZ,3377,9921,11622,34593
30283,,Australia,,,,30,135
30284,,Bangladesh,,,,,
30285,,Belgium,,,,,
30286,,Canada,,,,45,230
30287,,Denmark,,,,,
30288,,Fiji,,,,,
30289,,Finland,,,,4,21
30290,,France,,659,2609,4267,11307
30291,,Gambia,,,,1,2
30292,,Germany,,,,227,767
30293,,Greece,,,,,
30294,,Hong Kong S.A.Re.Chi,,,,,
30295,,Ireland,,,,,
30296,,Italy,,,,,
30297,,Japan,,,,,
30298,,Kenya,,,,,
30299,,Lithuania,,610,1479,610,1479
30300,,Madagascar,,,,,
30301,,Malaysia,,,,30,102
30302,,Mauritius,,,,10,50
30303,,Netherlands,,,,,
30304,,Norway,,67,151,67,151
30305,,Portugal,,,,,
30306,,Russian Federation,,,,,
30307,,Saudi Arabia,,,,120,424
30308,,South Africa,,,,318,879
30309,,Spain,,,,424,2211
30310,,U.S.America,,1158,2104,3477,8916
30311,,United Arab Emirates,,,,317,1004
30312,,United Kingdom,,883,3579,1675,6915
30313,62101000.0,GAR MADE UP FAB H-56.02/56.03,DOZ,,,3414,7940
30314,,Afghanistan,,,,,
30315,,Bangladesh,,,,,
30316,,Belgium,,,,150,602
30317,,France,,,,660,4113
30318,,Nigeria,,,,2591,3088
30319,,South Africa,,,,,
30320,,Spain,,,,,
30321,,United Kingdom,,,,13,138
30322,62102000.0,"OTH GAR MEN/BOY H-6201-11,19",DOZ,,,974,6558
30323,,Australia,,,,30,165
30324,,Belgium,,,,,
30325,,Botswana,,,,,
30326,,Canada,,,,6,40
30327,,Estonia,,,,,
30328,,France,,,,34,249
30329,,Hong Kong S.A.Re.Chi,,,,150,1280
30330,,Italy,,,,,
30331,,Kenya,,,,,
30332,,Malaysia,,,,,
30333,,Netherlands,,,,390,2264
30334,,Norway,,,,60,389
30335,,Saudi Arabia,,,,,
30336,,Slovakia/Slovak R.,,,,286,2084
30337,,United Arab Emirates,,,,18,86
30338,,United Kingdom,,,,,
30339,62103000.0,OTH GAR WOM/GRL 6202.11 TO 19,DOZ,,,818,5681
30340,,Australia,,,,18,84
30341,,Belgium,,,,129,900
30342,,Germany,,,,420,2801
30343,,Mozambique,,,,,
30344,,U.S.America,,,,247,1863
30345,,United Arab Emirates,,,,4,32
30346,62104000.0,OTH MEN/BOYS MADE UP FAB,DOZ,5709,25073,28819,110938
30347,,Afghanistan,,15,72,15,72
30348,,Australia,,195,1691,584,3236
30349,,Austria,,,,,
30350,,Bahrain,,,,,
30351,,Belgium,,,,184,928
30352,,Canada,,,,1440,4214
30353,,Chile,,,,22,44
30354,,China,,4180,13128,4402,13892
30355,,Denmark,,,,20,101
30356,,France,,,,50,171
30357,,Germany,,640,4998,2831,13397
30358,,Guinea,,,,65,258
30359,,Hong Kong S.A.Re.Chi,,65,528,90,604
30360,,India,,70,565,106,689
30361,,Italy,,,,1417,4639
30362,,Japan,,27,206,334,1711
30363,,"Korea, Republic of",,82,745,319,1942
30364,,Malaysia,,380,2698,646,4006
30365,,Mexico,,,,99,601
30366,,Mozambique,,,,94,294
30367,,Netherlands,,,,5225,21525
30368,,Norway,,,,20,101
30369,,Peru,,,,244,519
30370,,Philippines,,30,242,44,312
30371,,Poland,,,,696,3151
30372,,Qatar,,,,,
30373,,Romania,,,,324,2193
30374,,Russian Federation,,,,205,968
30375,,Saudi Arabia,,,,1428,6175
30376,,Singapore,,,,,
30377,,South Africa,,25,200,141,445
30378,,Spain,,,,838,2853
30379,,Sweden,,,,560,1244
30380,,Switzerland,,,,,
30381,,Thailand,,,,343,953
30382,,Turkey,,,,311,725
30383,,U.S.America,,,,1935,6118
30384,,United Arab Emirates,,,,2524,9062
30385,,United Kingdom,,,,1263,3793
30386,62105000.0,OTH MEN WOMEN/GIRL FAB N/KNIT,DOZ,705,4108,8347,52591
30387,,Australia,,,,84,519
30388,,Bahrain,,,,25,115
30389,,Bangladesh,,,,,
30390,,Belgium,,,,492,3062
30391,,Canada,,640,3762,756,4431
30392,,Chile,,,,55,338
30393,,China,,,,1121,7305
30394,,Costa Rica,,,,79,212
30395,,Germany,,,,508,3138
30396,,Hong Kong S.A.Re.Chi,,,,137,828
30397,,India,,,,33,205
30398,,Italy,,,,194,1430
30399,,Japan,,,,1,8
30400,,"Korea, Republic of",,,,1,5
30401,,Madagascar,,,,17,100
30402,,Malaysia,,,,1091,6262
30403,,Mauritius,,,,71,402
30404,,Mexico,,,,34,226
30405,,Netherlands,,,,49,292
30406,,Oman,,,,15,107
30407,,Peru,,,,17,102
30408,,Philippines,,,,95,603
30409,,Poland,,,,67,399
30410,,Qatar,,,,,
30411,,Russian Federation,,,,5,27
30412,,Saudi Arabia,,,,833,6600
30413,,Senegal,,,,,
30414,,South Africa,,,,25,151
30415,,Spain,,,,208,1306
30416,,Sweden,,,,12,73
30417,,Turkey,,,,121,744
30418,,U.S.America,,65,346,1076,6711
30419,,United Arab Emirates,,,,94,576
30420,,United Kingdom,,,,1031,6313
30421,62111100.0,SWIMWEAR MEN/BOYS NOT KNITTED,DOZ,170,1219,20530,81882
30422,,Belgium,,,,600,2055
30423,,Canada,,80,550,80,550
30424,,Cyprus,,,,,
30425,,France,,,,6332,19136
30426,,Germany,,,,3897,15046
30427,,Ireland,,,,583,2809
30428,,Italy,,,,28,193
30429,,Japan,,,,,
30430,,Netherlands,,,,2170,9584
30431,,Poland,,,,,
30432,,Portugal,,,,,
30433,,Serbia,,,,853,2598
30434,,Slovenia,,,,,
30435,,Spain,,90,669,1295,7187
30436,,Sweden,,,,348,1101
30437,,U.S.America,,,,2489,10107
30438,,United Arab Emirates,,,,1598,9710
30439,,United Kingdom,,,,257,1806
30440,62111200.0,SWIMWEAR WOM/GIRL NOT KNITTED,DOZ,102,450,1182,5722
30441,,Australia,,,,1064,5200
30442,,Canada,,102,450,102,450
30443,,Germany,,,,,
30444,,Somalia,,,,,
30445,,United Kingdom,,,,16,72
30446,62112000.0,SKI SUITS NOT KNIT/CROCHETED,DOZ,,,910,6253
30447,,Bangladesh,,,,,
30448,,Belgium,,,,226,1617
30449,,Canada,,,,109,743
30450,,Italy,,,,170,1020
30451,,Norway,,,,,
30452,,Russian Federation,,,,5,29
30453,,Spain,,,,,
30454,,U.S.America,,,,,
30455,,United Arab Emirates,,,,400,2844
30456,,United Kingdom,,,,,
30457,62113200.0,OTH GAR MEN/BOYS OF COTTON,DOZ,2853,19592,133348,681114
30458,,Afghanistan,,,,,
30459,,Algeria,,,,95,581
30460,,Argentina,,,,,
30461,,Australia,,502,1774,2374,9005
30462,,Austria,,,,35,125
30463,,Azerbaijan,,,,,
30464,,Bahrain,,,,,
30465,,Belgium,,919,8532,2734,21206
30466,,Canada,,,,2101,9690
30467,,Chile,,,,207,1644
30468,,China,,,,,
30469,,Colombia,,,,,
30470,,Costa Rica,,,,,
30471,,Croatia,,,,,
30472,,Cyprus,,,,,
30473,,Czech Republic,,,,139,709
30474,,Denmark,,,,3352,15211
30475,,El Salvador,,,,,
30476,,Estonia,,,,290,2123
30477,,Finland,,,,1363,7219
30478,,France,,340,2741,960,7741
30479,,Germany,,,,7548,48983
30480,,Ghana,,,,9,106
30481,,Greece,,,,199,1355
30482,,Hong Kong S.A.Re.Chi,,,,196,1453
30483,,Hungary,,,,115,512
30484,,Ireland,,,,369,2405
30485,,Italy,,360,1589,7771,45937
30486,,Japan,,,,190,1635
30487,,Jordan,,,,,
30488,,Kazakstan,,,,,
30489,,Kenya,,,,,
30490,,"Korea, Republic of",,,,691,2712
30491,,Kuwait,,,,84,797
30492,,Latvia,,,,,
30493,,Lebanon,,,,,
30494,,Lithuania,,,,27,191
