,HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,ULATIVE FROM JULY,Unnamed: 6
0,,,,QUANTITY,VALUE,QUANTITY,VALUE
13459,,Chile,,701,5530,13695,79573
13460,,China,,85,635,13892,73965
13461,,"Co,te d,Ivoire(Fr.Iv",,,,145,914
13462,,Colombia,,320,2334,7162,37936
13463,,Costa Rica,,,,908,5914
13464,,Croatia,,10,82,2854,15672
13465,,Cuba,,,,10,64
13466,,Cyprus,,,,1427,6744
13467,,Czech Republic,,1266,9702,47799,136455
13468,,Denmark,,4124,31532,48146,253824
13469,,Djibouti,,,,,
13470,,Dominican Republic,,,,3,18
13471,,Ecuador,,,,2447,14336
13472,,Egypt(U.A.R.),,1000,7262,3980,26046
13473,,El Salvador,,,,71,548
13474,,Estonia,,285,2125,10281,55997
13475,,Finland,,6552,13338,21962,85386
13476,,Fr.Yugoslav R.Macedo,,,,75,497
13477,,France,,3172,38479,97490,544089
13478,,Georgia,,,,608,2677
13479,,Germany,,32399,247115,381367,1736134
13480,,Ghana,,,,18,103
13481,,Greece,,768,5727,6207,43124
13482,,Grenada,,,,1,6
13483,,Guatemala,,107,1327,1268,8530
13484,,Guyana,,,,,
13485,,Hong Kong S.A.Re.Chi,,245,1915,4500,25730
13486,,Hungary,,291,2188,6072,30762
13487,,Iceland,,,,105,603
13488,,India,,123,912,9805,58031
13489,,Indonesia,,20,217,1130,5777
13490,,Iran ( Islamic R.),,,,866,4758
13491,,Iraq,,,,96,590
13492,,Ireland,,,,9102,25387
13493,,Italy,,2840,31573,106435,507302
13494,,Jamaica,,,,3,17
13495,,Japan,,1325,9984,36942,197563
13496,,Jordan,,,,161,832
13497,,Kazakstan,,,,809,3908
13498,,Kenya,,10,74,320,2349
13499,,"Korea, Republic of",,482,3515,11602,65607
13500,,Kuwait,,277,2155,4475,21654
13501,,Kyrgyzstan/Kyrgyz R.,,,,58,302
13502,,Latvia,,,,4162,21382
13503,,Lebanon,,,,1221,6661
13504,,Liechtenstein,,,,179,1396
13505,,Lithuania,,217,1597,9370,46125
13506,,Macao.China,,,,,
13507,,Malawi,,,,2,11
13508,,Malaysia,,25,196,10880,27326
13509,,Maldives,,,,115,576
13510,,Malta,,,,165,763
13511,,Mauritius,,,,340,1211
13512,,Mexico,,1045,8347,18284,101409
13513,,Morocco,,,,5144,30945
13514,,Mozambique,,,,,
13515,,Nepal,,,,,
13516,,Netherlands,,4965,50098,120087,599945
13517,,New Zealand,,2938,4066,15691,57278
13518,,Nigeria,,,,20,179
13519,,Norway,,97,749,4582,29933
13520,,O.Asia(Tai.For.Pe.Ki,,223,1642,3273,15687
13521,,Oman,,558,4208,2926,15174
13522,,Panama,,,,4905,27230
13523,,Paraguay,,,,201,782
13524,,Peru,,,,7866,44292
13525,,Philippines,,402,3016,3595,15978
13526,,Poland,,6167,46592,70078,388716
13527,,Portugal,,38,295,4446,25304
13528,,Qatar,,,,2145,9290
13529,,Republic of Moldova,,,,,
13530,,Reunion,,,,190,1282
13531,,Romania,,380,2826,10385,37912
13532,,Russian Federation,,3752,27618,50371,272423
13533,,Saudi Arabia,,45,289,19345,91761
13534,,Senegal,,,,,
13535,,Serbia,,,,1674,10871
13536,,Seychelles,,,,15,111
13537,,Singapore,,276,2177,7964,45199
13538,,Slovakia/Slovak R.,,56,409,801,3993
13539,,Slovenia,,,,2645,12406
13540,,South Africa,,1066,8290,16761,93968
13541,,South Sudan,,,,72,355
13542,,Spain,,6765,53041,80562,519797
13543,,Sri Lanka,,93,694,1443,3058
13544,,St. Lucia,,,,75,471
13545,,Sudan,,,,,
13546,,Sweden,,1963,14844,37204,227882
13547,,Switzerland,,509,3724,16563,98158
13548,,Syrian Arab Republic,,,,,
13549,,Thailand,,970,6997,9935,40600
13550,,Timor Leste,,4,28,4,28
13551,,Trinidad and Tobago,,,,102,621
13552,,Tunisia,,,,4345,14936
13553,,Turkey,,659,4846,15632,109946
13554,,U.S.America,,32993,288694,568434,3344619
13555,,Uganda,,,,32,214
13556,,Ukraine,,137,1005,2516,18209
13557,,United Arab Emirates,,1655,12413,21451,112154
13558,,United Kingdom,,23860,175458,246744,1440375
13559,,Uruguay,,,,3881,21755
13560,,Uzbekistan,,58,425,80,537
13561,,"Venezuela,Bolivar. R",,,,15,85
13562,,Viet Nam,,142,1061,604,4276
13563,,Zimbabwe,,,,62,288
13564,42032910.0,GLOVES LEATHER FANCY,DOZ,177344,1034654,3028086,11784085
13565,,Albania,,180,880,1399,5279
13566,,Argentina,,496,2752,3773,17468
13567,,Australia,,1552,8534,63917,281599
13568,,Austria,,195,1056,9952,44220
13569,,Bahrain,,,,2321,9947
13570,,Bangladesh,,5,21,248,718
13571,,Barbados,,,,,
13572,,Belarus,,,,,
13573,,Belgium,,12818,64675,136902,637230
13574,,Bermuda,,,,10,75
13575,,Bolivia,,,,,
13576,,Brazil,,,,10417,37708
13577,,Brunei Darussalam,,,,617,2059
13578,,Bulgaria,,,,11536,14131
13579,,Cambodia Fr.Kampuche,,,,435,1739
13580,,Canada,,25145,191103,289350,1452243
13581,,Chile,,1000,5811,4667,20757
13582,,China,,90,467,6093,23724
13583,,Colombia,,95,519,6911,30028
13584,,Costa Rica,,300,1876,2708,10206
13585,,Croatia,,818,4287,8841,43711
13586,,Cyprus,,70,376,970,3620
13587,,Czech Republic,,550,2922,23180,85561
13588,,Denmark,,6638,37174,53703,230819
13589,,Ecuador,,,,140,578
13590,,Egypt(U.A.R.),,,,3287,9921
13591,,El Salvador,,70,449,1800,6870
13592,,Estonia,,5960,30274,21186,108536
13593,,Ethiopia,,,,50,149
13594,,Fiji,,,,70,276
13595,,Finland,,5532,29597,45313,207177
13596,,France,,7441,43505,145247,702398
13597,,French Polynesia,,,,,
13598,,Georgia,,30,157,385,1678
13599,,Germany,,14383,83422,396554,1333101
13600,,Ghana,,,,,
13601,,Greece,,90,459,6517,25321
13602,,Guatemala,,,,1335,5684
13603,,Hong Kong S.A.Re.Chi,,,,388,1690
13604,,Hungary,,170,839,4040,20423
13605,,Iceland,,,,240,1095
13606,,India,,900,3607,3523,15610
13607,,Indonesia,,,,3777,15138
13608,,Iran ( Islamic R.),,,,,
13609,,Iraq,,,,300,1775
13610,,Ireland,,683,3811,14594,64340
13611,,Italy,,6542,33480,106007,385364
13612,,Jamaica,,,,105,408
13613,,Japan,,517,2690,26052,107185
13614,,Jordan,,,,1241,5118
13615,,Kazakstan,,60,334,181,790
13616,,Kenya,,,,390,2321
13617,,"Korea, Republic of",,330,1587,3719,11131
13618,,Kuwait,,,,9855,39754
13619,,Latvia,,280,1395,4026,17319
13620,,Lebanon,,,,5,26
13621,,Lithuania,,240,1144,14506,60297
13622,,Luxembourg,,,,120,465
13623,,Macao.China,,,,60,237
13624,,Malawi,,,,,
13625,,Malaysia,,414,1725,6046,22021
13626,,Mauritius,,,,,
13627,,Mexico,,835,5029,31146,58478
13628,,Monaco,,,,,
13629,,Morocco,,,,,
13630,,Namibia,,,,256,1064
13631,,Nepal,,,,18,55
13632,,Netherlands,,1971,11232,84901,363056
13633,,New Zealand,,397,1901,6047,10332
13634,,Norway,,4488,24009,46641,208449
13635,,O.Asia(Tai.For.Pe.Ki,,151,740,900,3204
13636,,Oman,,630,3260,9587,30345
13637,,Panama,,,,113,339
13638,,Paraguay,,,,134,542
13639,,Peru,,,,1432,4356
13640,,Philippines,,58,276,854,3423
13641,,Poland,,1560,8268,69103,291407
13642,,Portugal,,103,552,5061,18683
13643,,Puerto Rico,,,,,
13644,,Qatar,,,,6371,22858
13645,,Republic of Moldova,,,,80,268
13646,,Reunion,,,,125,530
13647,,Romania,,1330,6829,7995,16141
13648,,Russian Federation,,320,1571,6362,23667
13649,,Saudi Arabia,,,,152051,118730
13650,,Serbia,,42,201,778,3156
13651,,Seychelles,,,,52,219
13652,,Singapore,,1000,4884,15439,73503
13653,,Slovakia/Slovak R.,,,,753,2506
13654,,Slovenia,,160,812,10589,47807
13655,,South Africa,,1857,9862,16783,60182
13656,,Spain,,7871,40144,215429,611914
13657,,Sri Lanka,,50,264,1361,6069
13658,,St. Lucia,,,,,
13659,,Sweden,,18626,99184,200775,938578
13660,,Switzerland,,2099,11379,35282,70911
13661,,Thailand,,246,1056,1791,6479
13662,,Trinidad and Tobago,,,,5785,8354
13663,,Tunisia,,,,,
13664,,Turkey,,1540,7706,22410,85481
13665,,U.R.of Tanzania,,30,142,144,723
13666,,U.S.America,,25670,159156,467038,1876832
13667,,Uganda,,,,,
13668,,Ukraine,,,,1870,7047
13669,,United Arab Emirates,,1299,6768,12369,51585
13670,,United Kingdom,,11417,68502,129523,622745
13671,,Uruguay,,,,119,658
13672,,Uzbekistan,,,,21,85
13673,,"Venezuela,Bolivar. R",,,,420,1801
13674,,Viet Nam,,,,95,387
13675,,Zambia,,,,600,2667
13676,,Zimbabwe,,,,474,1434
13677,42032920.0,GLOVES LEATHER INDUSTRIAL,DOZ,149689,646594,1740299,6958095
13678,,Algeria,,,,,
13679,,Argentina,,,,1086,5187
13680,,Australia,,460,1940,11728,51197
13681,,Austria,,,,394,1615
13682,,Azerbaijan,,,,1000,4642
13683,,Bahrain,,,,9108,34305
13684,,Bangladesh,,,,,
13685,,Belgium,,970,4264,39965,170846
13686,,Brazil,,,,,
13687,,Bulgaria,,90,395,10429,41326
13688,,Canada,,1083,5252,54677,241956
13689,,Chile,,,,793,3230
13690,,China,,,,8494,35673
13691,,Colombia,,,,275,827
13692,,Costa Rica,,,,550,1920
13693,,Croatia,,840,3526,4976,16230
13694,,Cyprus,,,,362,1458
13695,,Czech Republic,,1440,6027,3751,15031
13696,,Denmark,,336,1386,19852,59291
13697,,Djibouti,,,,530,2112
13698,,Dominican Republic,,,,,
13699,,Egypt(U.A.R.),,1385,6037,20692,59346
13700,,El Salvador,,,,15,23
13701,,Estonia,,382,1604,30531,112521
13702,,Finland,,1600,6407,23575,82013
13703,,France,,3652,15523,47413,194739
13704,,Germany,,18935,80473,145247,569150
13705,,Ghana,,,,2000,5976
13706,,Greece,,627,2723,6548,24060
13707,,Honduras,,,,1650,9172
13708,,Hong Kong S.A.Re.Chi,,,,474,1128
13709,,Hungary,,,,500,2043
13710,,Iceland,,,,400,1227
13711,,India,,,,746,3415
13712,,Iran ( Islamic R.),,,,76,265
13713,,Iraq,,,,34,137
13714,,Ireland,,,,260,887
13715,,Italy,,3685,15189,28185,115598
13716,,Japan,,300,1204,1180,4854
13717,,Jordan,,,,3141,12344
13718,,Kazakstan,,823,3597,3802,12831
13719,,Kenya,,160,653,803,3333
13720,,"Korea, Republic of",,,,995,3463
13721,,Kuwait,,2820,11987,45002,155102
13722,,Latvia,,240,1001,4466,12653
13723,,Lebanon,,,,285,1088
13724,,Lithuania,,1940,7926,14298,53275
13725,,Malaysia,,,,3218,13771
13726,,Malta,,,,17,72
13727,,Mexico,,,,586,2922
13728,,Morocco,,,,5050,9898
13729,,Netherlands,,4550,18411,36082,153135
13730,,New Zealand,,,,398,1280
13731,,Nigeria,,,,83,358
13732,,Norway,,1434,6168,16231,52857
13733,,O.Asia(Tai.For.Pe.Ki,,,,,485
13734,,Oman,,940,3907,17153,50782
13735,,Panama,,,,607,2078
13736,,Peru,,,,362,1417
13737,,Philippines,,40,169,538,2051
13738,,Poland,,17423,75354,87590,395046
13739,,Portugal,,963,4190,5350,22190
13740,,Qatar,,3510,15267,32861,129178
13741,,Romania,,,,1035,1880
13742,,Russian Federation,,,,4390,18343
13743,,Saudi Arabia,,11952,54977,152241,542488
13744,,Senegal,,,,,
13745,,Serbia,,,,302,1216
13746,,Singapore,,2169,9761,17241,73409
13747,,Slovenia,,,,12477,48463
13748,,South Africa,,2849,12649,85480,364055
13749,,Spain,,7388,31105,86823,200463
13750,,Sweden,,7818,33261,67108,307753
13751,,Switzerland,,153,674,1641,6434
13752,,Thailand,,,,829,3101
13753,,Tunisia,,,,80,244
13754,,Turkey,,4401,18264,17519,69935
13755,,U.R.of Tanzania,,3,11,3,11
13756,,U.S.America,,20519,89942,311667,1413093
13757,,United Arab Emirates,,15822,68429,189187,799200
13758,,United Kingdom,,5987,26942,35834,142878
13759,,Uruguay,,,,28,117
13760,,"Venezuela,Bolivar. R",,,,,
13761,,Viet Nam,,,,,
13762,,Yemen,,,,,
13763,42032930.0,OTH MITTENS&MITTS OF LEATHER,DOZ,7858,34127,132641,397544
13764,,Albania,,,,861,1722
13765,,Australia,,1325,5650,5239,18654
13766,,Belgium,,,,350,1076
13767,,Brazil,,,,180,557
13768,,Canada,,,,3720,9127
13769,,Chile,,,,191,860
13770,,Colombia,,,,40,217
13771,,Croatia,,,,25,90
13772,,Czech Republic,,,,155,371
13773,,Denmark,,,,395,1032
13774,,Ecuador,,,,10,24
13775,,Estonia,,,,431,1035
13776,,Finland,,,,250,1104
13777,,France,,103,436,848,2052
13778,,Germany,,50,215,4991,14493
13779,,Greece,,,,,
13780,,Hong Kong S.A.Re.Chi,,,,190,437
13781,,Hungary,,,,,
13782,,India,,,,,
13783,,Indonesia,,,,33,84
13784,,Iran ( Islamic R.),,,,,
13785,,Iraq,,,,5,13
13786,,Ireland,,,,,
13787,,Italy,,33,134,48,190
13788,,Japan,,,,260,1526
13789,,Jordan,,14,58,14,58
13790,,"Korea, Republic of",,30,139,1011,4269
13791,,Kuwait,,52,200,52,200
13792,,Latvia,,12,52,12,52
13793,,Malaysia,,52,219,207,931
13794,,Mauritius,,,,30,137
13795,,Mexico,,,,,
13796,,Morocco,,,,11,22
13797,,Netherlands,,,,8051,26091
13798,,New Zealand,,,,410,702
13799,,Norway,,50,204,544,1836
13800,,Oman,,58,235,58,235
13801,,Philippines,,,,,
13802,,Poland,,,,,
13803,,Romania,,,,394,2089
13804,,Russian Federation,,110,465,1011,3101
13805,,Saudi Arabia,,,,65,107
13806,,Singapore,,,,700,2943
13807,,Slovakia/Slovak R.,,,,174,475
13808,,Slovenia,,,,780,2599
13809,,South Africa,,37,150,2183,7372
13810,,Spain,,,,2486,8324
13811,,Sweden,,38,165,8775,26379
13812,,Switzerland,,,,311,786
13813,,U.S.America,,4304,19247,72481,208836
13814,,United Arab Emirates,,,,3135,9476
13815,,United Kingdom,,1590,6558,11164,34775
13816,,Viet Nam,,,,360,1084
13817,42032990.0,"OTH GLOVES,MITTENS&MITTS LEATH",DOZ,88092,385275,1130780,4600674
13818,,Afghanistan,,,,,
13819,,Algeria,,490,2000,2212,9791
13820,,Angola,,,,290,1342
13821,,Argentina,,,,288,1264
13822,,Armenia,,,,550,2142
13823,,Australia,,20,87,7847,42171
13824,,Austria,,341,1413,3698,12642
13825,,Azerbaijan,,,,2100,1357
13826,,Bahrain,,,,699,2892
13827,,Bangladesh,,,,60,175
13828,,Belgium,,70,290,14216,71629
13829,,Brazil,,,,20505,9779
13830,,Bulgaria,,,,345,1334
13831,,Cameroon,,,,,
13832,,Canada,,3696,16631,92772,437558
13833,,Chile,,,,361,1738
13834,,China,,,,405,1645
13835,,Colombia,,,,475,2500
13836,,Costa Rica,,,,95,410
13837,,Croatia,,,,8,24
13838,,Cyprus,,,,,
13839,,Czech Republic,,4057,14849,45722,178053
13840,,Denmark,,253,1292,2163,10551
13841,,Ecuador,,,,350,1610
13842,,Egypt(U.A.R.),,,,573,1935
13843,,El Salvador,,,,,
13844,,Estonia,,160,660,15089,46103
13845,,Finland,,375,1513,40628,172379
13846,,France,,1600,6854,34939,155703
13847,,Georgia,,,,240,933
13848,,Germany,,16763,73172,166328,738654
13849,,Ghana,,,,,
13850,,Greece,,800,3461,1670,7422
13851,,Guatemala,,,,22,96
13852,,Guyana,,,,11,60
13853,,Hong Kong S.A.Re.Chi,,,,218,768
13854,,Hungary,,,,163,738
13855,,Iceland,,,,,
13856,,India,,,,533,2578
13857,,Indonesia,,,,1089,3671
13858,,Iran ( Islamic R.),,,,,
13859,,Iraq,,500,2184,1155,4758
13860,,Ireland,,,,531,2375
13861,,Italy,,3191,13912,29709,101923
13862,,Japan,,,,2702,13455
13863,,Jordan,,,,163,660
13864,,Kazakstan,,705,2934,705,2934
13865,,Kenya,,47,194,708,2803
13866,,"Korea, Republic of",,,,2730,11437
13867,,Kuwait,,,,1722,7796
13868,,Latvia,,,,4641,19021
13869,,Lebanon,,1160,5259,2268,8890
13870,,Lithuania,,,,5642,21793
13871,,Malaysia,,,,306,1238
13872,,Malta,,,,334,1015
13873,,Mexico,,,,1228,4396
13874,,Morocco,,,,676,3012
13875,,Nepal,,,,15,46
13876,,Netherlands,,3239,13442,46257,191710
13877,,New Zealand,,28,120,758,3372
13878,,Nigeria,,390,1637,835,3132
13879,,Norway,,2030,8263,15346,46417
13880,,O.Asia(Tai.For.Pe.Ki,,,,225,997
13881,,Oman,,23,96,307,1123
13882,,Panama,,,,1457,5398
13883,,Paraguay,,,,550,4318
13884,,Philippines,,48,201,138,562
13885,,Poland,,7108,31788,94683,370153
13886,,Portugal,,,,445,1615
13887,,Qatar,,1128,5007,3633,17123
13888,,Romania,,,,327,1733
13889,,Russian Federation,,,,350,1431
13890,,Saudi Arabia,,561,2447,5060,19780
13891,,Senegal,,,,,
13892,,Serbia,,,,3,13
13893,,Seychelles,,,,,
13894,,Singapore,,445,1969,1483,5636
13895,,Slovakia/Slovak R.,,,,490,1509
13896,,Slovenia,,1,5,41,198
13897,,South Africa,,30,138,7031,29949
13898,,Spain,,295,1229,6860,28094
13899,,Sri Lanka,,,,73,224
13900,,Sweden,,2076,9112,28912,111153
13901,,Switzerland,,341,1354,7851,30776
13902,,Syrian Arab Republic,,,,,
13903,,Thailand,,,,272,1165
13904,,Trinidad and Tobago,,,,,
13905,,Tunisia,,,,27,115
13906,,Turkey,,,,515,2913
13907,,U.S.America,,28598,128693,241835,950628
13908,,Ukraine,,,,1513,6184
13909,,United Arab Emirates,,1602,7314,26663,114764
13910,,United Kingdom,,5851,25453,124871,518988
13911,,Uzbekistan,,70,303,70,303
13912,,Viet Nam,,,,,
13913,42033000.0,BELTS AND BANDOLIERS,DOZ,30567,95135,242248,862678
13914,,Albania,,,,17,62
13915,,Algeria,,,,,
13916,,Argentina,,,,95,330
13917,,Australia,,1189,3744,9350,35457
13918,,Austria,,8,23,377,1105
13919,,Bahrain,,,,140,473
13920,,Bangladesh,,,,359,1294
13921,,Barbados,,,,,
13922,,Belgium,,170,568,3166,11840
13923,,Brunei Darussalam,,,,,
13924,,Bulgaria,,80,277,85,306
13925,,Burkina Faso(Fr.Up.V,,,,,
13926,,Canada,,3170,10460,13852,47418
13927,,Chile,,,,388,1512
13928,,China,,186,546,2479,9427
13929,,Colombia,,,,406,1666
13930,,Costa Rica,,,,115,466
13931,,Croatia,,64,194,80,269
13932,,Cyprus,,,,,
13933,,Czech Republic,,,,4253,17330
13934,,Denmark,,800,2643,1109,3852
13935,,Estonia,,,,110,398
13936,,Finland,,,,1010,3394
13937,,France,,247,805,2884,11095
13938,,French Polynesia,,,,,
13939,,Germany,,1680,4957,16232,57345
13940,,Greece,,300,892,1250,4302
13941,,Hong Kong S.A.Re.Chi,,,,708,2585
13942,,Hungary,,435,1320,2673,9920
13943,,Iceland,,,,,
13944,,India,,,,53,184
13945,,Indonesia,,,,50,243
13946,,Ireland,,,,125,451
13947,,Italy,,210,695,4796,15552
13948,,Japan,,3100,9380,8022,29335
13949,,Kenya,,,,132,379
13950,,"Korea, Republic of",,138,425,859,3196
13951,,Kuwait,,,,955,3337
13952,,Latvia,,,,538,988
13953,,Lebanon,,,,35,130
13954,,Liberia,,,,25,87
13955,,Lithuania,,,,,
13956,,Malaysia,,1933,5693,3932,12784
13957,,Maldives,,,,40,133
13958,,Mauritius,,,,60,246
13959,,Mexico,,,,55,207
13960,,Morocco,,,,320,1261
13961,,Nepal,,,,27,78
13962,,Netherlands,,403,1309,11923,33473
13963,,New Zealand,,,,353,1161
13964,,Norway,,20,61,776,3520
13965,,O.Asia(Tai.For.Pe.Ki,,455,1436,1340,4776
13966,,Oman,,58,177,265,1019
13967,,Panama,,,,180,702
13968,,Philippines,,,,127,459
13969,,Poland,,855,2630,2793,9671
13970,,Portugal,,21,62,310,1280
13971,,Puerto Rico,,,,,
13972,,Qatar,,65,124,840,2115
13973,,Romania,,750,2300,909,2907
13974,,Russian Federation,,794,2383,4948,18371
13975,,Saudi Arabia,,131,388,986,2906
13976,,Serbia,,,,40,131
13977,,Seychelles,,,,12,55
13978,,Singapore,,30,94,159,801
13979,,Slovakia/Slovak R.,,52,153,692,2237
13980,,Slovenia,,40,113,291,1050
13981,,South Africa,,75,231,2659,10779
13982,,Spain,,115,334,1577,5458
13983,,Sri Lanka,,,,66,253
13984,,Sweden,,176,507,2163,7106
13985,,Switzerland,,2,5,210,698
13986,,Thailand,,,,485,1949
13987,,Trinidad and Tobago,,,,18,55
13988,,Turkey,,,,160,661
13989,,U.S.America,,8911,27843,89814,337214
13990,,Ukraine,,,,210,809
13991,,United Arab Emirates,,496,1476,13241,40503
13992,,United Kingdom,,3408,10889,23332,79377
13993,,Uruguay,,,,180,619
13994,,Viet Nam,,,,27,125
13995,42034000.0,OTHER CLOTHING ACCESSORIES,KG,9452,34753,151534,573273
13996,,Argentina,,,,29,128
13997,,Australia,,363,1254,5936,18745
13998,,Austria,,,,80,338
13999,,Bahrain,,,,45,192
14000,,Bangladesh,,393,1180,7695,29082
14001,,Belgium,,,,1045,3406
14002,,Brazil,,,,3,8
14003,,Brunei Darussalam,,,,14,56
14004,,Bulgaria,,,,505,1757
14005,,Canada,,229,793,5397,16842
14006,,Chile,,,,495,2079
14007,,China,,,,110,329
14008,,Costa Rica,,,,5,19
14009,,Croatia,,26,87,146,511
14010,,Cyprus,,,,5,19
14011,,Czech Republic,,500,1703,1391,5114
14012,,Denmark,,,,324,1558
14013,,Ecuador,,,,180,661
14014,,Egypt(U.A.R.),,,,,
14015,,Estonia,,,,,
14016,,Ethiopia,,,,,
14017,,Finland,,,,200,567
14018,,France,,318,1033,3242,9601
14019,,Germany,,950,4152,7400,28780
14020,,Ghana,,,,65,230
14021,,Greece,,19,61,26,85
14022,,Guam,,,,61,153
14023,,Guatemala,,,,,
14024,,Hong Kong S.A.Re.Chi,,,,,
14025,,Hungary,,,,72,226
14026,,Iceland,,,,50,149
14027,,India,,,,40,154
14028,,Indonesia,,,,500,1604
14029,,Ireland,,,,24,79
14030,,Italy,,,,3397,12821
14031,,Japan,,,,4081,16172
14032,,Jordan,,,,,
14033,,Kazakstan,,,,,
14034,,"Korea, Republic of",,,,186,630
14035,,Kuwait,,,,2110,9216
14036,,Latvia,,,,221,833
14037,,Lithuania,,,,105,392
14038,,Madagascar,,,,58,223
14039,,Malaysia,,,,163,567
14040,,Mexico,,,,94,428
14041,,Morocco,,,,32,105
14042,,Nepal,,,,,
14043,,Netherlands,,,,1099,4560
14044,,Netherlands Antilles,,21,76,21,76
14045,,New Zealand,,177,573,2019,6665
14046,,Norway,,280,832,678,1836
14047,,O.Asia(Tai.For.Pe.Ki,,,,66,295
14048,,Oman,,,,4,20
14049,,Peru,,,,2,5
14050,,Philippines,,847,3560,4188,14695
14051,,Poland,,,,1892,7495
14052,,Portugal,,,,175,517
14053,,Qatar,,,,1136,3852
14054,,Romania,,,,55,211
14055,,Russian Federation,,,,43,179
14056,,Saudi Arabia,,,,447,1643
14057,,Seychelles,,,,,
14058,,Singapore,,44,143,92,345
14059,,Slovakia/Slovak R.,,,,,
14060,,Slovenia,,,,80,298
14061,,South Africa,,127,408,723,2818
14062,,Spain,,847,3682,3320,14776
14063,,Sri Lanka,,,,,
14064,,Sweden,,6,20,2955,10795
14065,,Switzerland,,,,218,744
14066,,Thailand,,,,554,2319
14067,,Tunisia,,,,135,409
14068,,Turkey,,,,3226,13023
14069,,U.S.America,,1653,5622,49884,199090
14070,,United Arab Emirates,,1508,4827,10543,32050
14071,,United Kingdom,,1144,4748,18935,76317
14072,,Uruguay,,,,,
14073,,Viet Nam,,,,3512,14380
14074,42050011.0,BELTING CONVEYOR LEATHER/COMP,KG,,,4759,10457
14075,,Germany,,,,,
14076,,"Korea, Republic of",,,,99,284
14077,,Switzerland,,,,,
14078,,U.S.America,,,,4036,9215
14079,,United Kingdom,,,,624,958
14080,,Uruguay,,,,,
14081,42050012.0,BELTING MACHIE LEATHER/COMP,KG,,,,
14082,,Sri Lanka,,,,,
14083,42050019.0,OT-ARTI OF LEATHER FOR MACHINE,KG,1882,6025,14030,42684
14084,,Afghanistan,,,,160,51
14085,,Australia,,,,4,13
14086,,Kazakstan,,,,63,190
14087,,Qatar,,,,9,26
14088,,Saudi Arabia,,,,6,17
14089,,Sierra Leone,,,,,
14090,,U.S.America,,1882,6025,13788,42387
14091,42050090.0,OTH ART LEATHER/COMP LEATHER,KG,26,14,152494,99909
14092,,Afghanistan,,,,,
14093,,Australia,,,,1348,984
14094,,Austria,,,,,
14095,,Bahrain,,,,,
14096,,Bangladesh,,,,,
14097,,Belgium,,,,27804,13697
14098,,Cambodia Fr.Kampuche,,,,,
14099,,Canada,,,,801,627
14100,,China,,,,2060,1343
14101,,Colombia,,,,,
14102,,Czech Republic,,,,170,101
14103,,Denmark,,,,606,324
14104,,Egypt(U.A.R.),,,,110,98
14105,,France,,,,3895,3144
14106,,Germany,,26,14,19669,14523
14107,,Greece,,,,1116,680
14108,,Hong Kong S.A.Re.Chi,,,,,
14109,,Hungary,,,,,
14110,,Ireland,,,,,
14111,,Italy,,,,5816,3199
14112,,Japan,,,,3223,1846
14113,,Kazakstan,,,,85,63
14114,,"Korea, Republic of",,,,490,316
14115,,Kuwait,,,,495,301
14116,,Macedonia,,,,18,19
14117,,Maldives,,,,,
14118,,Nepal,,,,,
14119,,Netherlands,,,,40196,25878
14120,,New Zealand,,,,,
14121,,Norway,,,,,
14122,,Oman,,,,280,210
14123,,Paraguay,,,,,
14124,,Philippines,,,,,
14125,,Poland,,,,1618,822
14126,,Portugal,,,,,
14127,,Qatar,,,,2345,1287
14128,,Romania,,,,,
14129,,Russian Federation,,,,1135,820
14130,,Saudi Arabia,,,,6090,3988
14131,,Singapore,,,,1000,424
14132,,Slovakia/Slovak R.,,,,822,663
14133,,South Africa,,,,590,351
14134,,Spain,,,,370,231
14135,,Sudan,,,,,
14136,,Sweden,,,,3435,1679
14137,,Switzerland,,,,,
14138,,U.S.America,,,,10277,6330
14139,,Ukraine,,,,,
14140,,United Arab Emirates,,,,3451,2459
14141,,United Kingdom,,,,13179,13502
14142,42060000.0,ARTI OF GUT OF BLADER/ TENDONS,KG,,,157,99
14143,,Australia,,,,,
14144,,China,,,,157,99
14145,43021910.0,LEA SHEARLING-FINISH LEA W-WOL,KG,359,474,5481,6854
14146,,Australia,,,,330,328
14147,,Canada,,,,2868,3159
14148,,Germany,,,,90,52
14149,,Hungary,,,,,
14150,,India,,292,386,1130,1398
14151,,Japan,,67,87,877,1102
14152,,Philippines,,,,186,817
14153,,Saudi Arabia,,,,,
14154,,United Kingdom,,,,,
14155,43021990.0,"OTH,FURSKINS,WHOLE,W&W/OUT H&T",KG,,,2480,1261
14156,,Australia,,,,2200,1170
14157,,United Kingdom,,,,280,91
14158,43023000.0,WHOLE SKINS&CUTTINGS ASSEMBLED,KG,,,,
14159,,Australia,,,,,
14160,43031000.0,ARTI APPAR CLOTH ACCE FURSKIN,NO,,,120,159
14161,,Belgium,,,,,
14162,,Poland,,,,,
14163,,United Arab Emirates,,,,120,159
14164,43039000.0,"OTHER, ARTICLES OF FURSKINS",NO,,,673,1036
14165,,Canada,,,,82,418
14166,,Germany,,,,442,205
14167,,New Zealand,,,,62,90
14168,,U.S.America,,,,66,233
14169,,United Kingdom,,,,21,89
14170,43040000.0,ARTICLE OF FUR&ARTICLE THEREOF,NO,,,2,3
