HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,CUMULATIVE FROM JULY,Unnamed: 6,JUNE.1,Unnamed: 8,CUMULATIVE FROM JULY.1,Unnamed: 10
,,,QUANTITY,VALUE,QUANTITY,VALUE,QUANTITY,VALUE,QUANTIT,VALUE
,United Arab Emirates,,,,,,,,13664,2669
56031400,"N-WOV,M-MAD FLAME WT>150G/SQM",KG,,,1042,418,,,1300,193
,U.S.America,,,,1042,418,,,,
,United Kingdom,,,,,,,,1300,193
56039200,"OTH N-WOV,WT>25G/SQM>70 G/SQM",KG,,,5062,1152,,,11791,2205
,Kuwait,,,,5062,1152,,,11791,2205
56039300,"OTH,NON WOVEN>70G/SQM>150G/SQM",KG,,,,,,,3060,1524
,United Kingdom,,,,,,,,3060,1524
56039400,"OTH,N-WOVEN WEIGHING>150G/SQM",KG,,,10975,1431,,,18000,1369
,Sweden,,,,,,,,18000,1369
,Zimbabwe,,,,10975,1431,,,,
56041000,"RUBBER THREA AND CORD,TEX COVE",KG,,,48,31,,,9579,3710
,Bahrain,,,,,,,,5705,2137
,Bangladesh,,,,,,,,3691,1499
,Qatar,,,,,,,,21,10
,U.S.America,,,,48,31,,,,
,Zimbabwe,,,,,,,,162,64
56049000,"OTHER,TEXTILE COVERED MATERIAL",KG,1796,513,3482,1132,,,8778,3528
,Bahrain,,,,,,,,5905,1622
,Germany,,1796,513,1796,513,,,2375,1667
,Malaysia,,,,84,83,,,,
,Oman,,,,859,287,,,,
,United Arab Emirates,,,,743,249,,,498,240
56050000,"METALLISED YARN,TEXTILE YARN",KG,16850,2357,82075,18883,576,152,83682,30698
,Afghanistan,,,,40580,10088,,,,
,Colombia,,16000,1948,16000,1948,,,,
,Hong Kong S.A.Re.Chi,,,,1025,301,,,600,297
,Mexico,,200,314,9400,2519,,,,
,South Africa,,,,,,,,25000,9714
,Sri Lanka,,,,720,79,,,,
,Turkey,,300,44,1360,336,,,46684,16396
,United Kingdom,,350,51,12990,3612,576,152,11398,4291
56060000,"GIMPED YARN,AND STRIP AND LIVE",KG,,,,,965,301,1515,397
,Saudi Arabia,,,,,,,,550,96
,United Arab Emirates,,,,,,965,301,965,301
56072100,BINDER/BALER TWINE OF SISAL,KG,,,1186,292,,,770,164
,Haiti,,,,,,,,650,140
,Saudi Arabia,,,,1186,292,,,,
,South Africa,,,,,,,,120,24
56072900,"OTH,TWINE,CORDAGE,ROPE&CABLE",KG,58690,6441,233850,34349,3260,512,58238,10380
,Afghanistan,,,,420,99,,,,
,Australia,,,,,,,,4660,779
,Austria,,,,,,,,200,115
,Canada,,,,125,24,,,,
,Italy,,,,820,243,,,,
,Kuwait,,52587,5732,188455,25252,3110,487,3110,487
,Qatar,,,,,,,,5000,823
,Saudi Arabia,,6103,708,36765,6903,,,32731,5780
,United Arab Emirates,,,,7190,1807,150,25,12537,2396
,United Kingdom,,,,75,21,,,,
56074900,"OTH TWINE,CORDAGE,ROP,CAB POLY",KG,,,,,,,4940,1063
,Austria,,,,,,,,620,346
,Qatar,,,,,,,,3720,643
,U.S.America,,,,,,,,280,61
,United Arab Emirates,,,,,,,,320,13
56075000,"TWINE,CORDAGE,ROPE,OTH SYN FIB",KG,756,123,5549,1238,,,25484,7573
,Kuwait,,,,,,,,90,40
,Nigeria,,,,,,,,3221,980
,Norway,,,,14,3,,,,
,Oman,,,,,,,,6000,1243
,U.S.America,,,,762,106,,,,
,United Arab Emirates,,756,123,4773,1128,,,16173,5310
56079000,"OTH,TWINE,CORDAGE,ROPE & CABLE",KG,3663,909,194796,44392,2054,494,172938,39179
,Afghanistan,,,,800,115,,,930,146
,Algeria,,,,,,,,700,235
,Australia,,,,240,60,,,,
,Bahrain,,,,25,7,,,,
,Canada,,,,11228,5053,,,3730,1171
,Ethiopia,,,,1300,521,,,,
,France,,,,700,356,,,,
,Germany,,,,,,,,50,10
,Guyana,,,,4749,1375,,,,
,Haiti,,,,,,,,825,133
,India,,,,,,,,1389,374
,Italy,,,,66000,15935,,,,
,Jamaica,,,,13903,2862,,,7811,1247
,Kenya,,,,1990,442,,,,
,Kuwait,,,,3546,753,,,32521,6182
,Madagascar,,,,,,,,4887,953
,Malaysia,,,,370,183,,,,
,Mauritius,,,,,,,,660,165
,Norway,,,,,,,,15,2
,Oman,,,,1566,201,,,,
,Qatar,,,,165,42,,,2782,335
,Saudi Arabia,,,,59641,9221,1150,236,24448,5768
,South Africa,,,,519,89,,,403,57
,Spain,,,,385,97,,,,
,Sri Lanka,,,,154,45,,,,
,Sweden,,,,,,,,5,1
,Turkey,,,,,,,,8430,2862
,U.S.America,,3663,909,3733,928,,,3939,983
,Uganda,,,,,,290,87,290,87
,United Arab Emirates,,,,19412,4953,590,165,5746,1352
,United Kingdom,,,,4370,1156,24,7,73377,17116
56081100,FISHING NETS MAN-MADE TEX MAT,KG,3477,1050,40611,12237,,,10799,2949
,Canada,,,,425,154,,,,
,Italy,,,,84,39,,,,
,Kuwait,,,,20,4,,,,
,U.S.America,,3477,1050,38940,11698,,,6018,1506
,United Arab Emirates,,,,1142,342,,,4781,1443
56081900,"OTH, MADE UP NETS OF TEX MAT",KG,5002442,1879282,31776579,11443939,2317405,1033995,23138811,10517592
,Afghanistan,,,,1004236,346959,,,296948,156385
,Angola,,19420,7699,1266120,429260,,,1287153,669894
,Belgium,,2814,940,4452,1461,,,14879,4609
,Benin,,,,1468160,496352,,,62640,33031
,Cameroon,,,,,,,,23276,13786
,"Co,te d,Ivoire(Fr.Iv",,1489905,612914,1808539,720822,,,881625,450863
,D.R.of Congo,,288480,101832,2584802,916314,,,4595230,2146215
,Denmark,,349,120,349,120,,,11820,3056
,Djibouti,,,,,,,,512732,231000
,Ecuador,,,,5855,1754,,,13518,5137
,France,,,,3515,1796,1015,557,12542,5571
,Germany,,,,3200,489,35,10,2293,1291
,Ghana,,,,947835,303516,,,623370,275338
,Guinea,,,,449840,149963,,,,
,Indonesia,,,,,,,,597,254
,Iraq,,,,,,,,220,124
,Jordan,,,,,,665,206,1915,682
,Kenya,,1624895,565922,6300137,2359501,13201,3733,1165206,558987
,"Korea, Republic of",,,,,,,,510,132
,Liberia,,,,,,,,69864,39786
,Malawi,,,,,,,,262518,109202
,Malaysia,,,,,,,,700,365
,Morocco,,,,2800,1284,,,,
,Mozambique,,731355,296427,2032715,758309,392200,279311,1402356,781669
,Myanmar,,335,153,116745,39710,,,,
,Netherlands,,,,1730,908,,,1630,718
,Nigeria,,804130,278549,7235693,2582749,875642,332741,3115425,1274127
,Panama,,,,25075,6863,,,,
,Peru,,1613,539,1613,539,,,,
,Philippines,,,,380263,142378,,,206138,92840
,Qatar,,,,48,17,,,,
,Reunion,,,,,,,,85,76
,Sao Tome & Principe,,,,,,,,8183,2729
,Saudi Arabia,,5431,1814,18014,4179,12444,2336,117695,25039
,Senegal,,,,1415701,460109,,,1665319,642772
,Sierra Leone,,,,,,,,24990,12841
,Somalia,,33715,12374,87070,29667,,,,
,South Sudan,,,,37880,12840,,,,
,Syrian Arab Republic,,,,140000,54177,,,185181,93074
,Thailand,,,,373785,124697,,,,
,Togo,,,,474425,160478,,,,
,Turkey,,,,83375,48304,,,6308,4449
,U.R.of Tanzania,,,,3457163,1272950,1022013,415049,6440514,2817328
,U.S.America,,,,,,,,500,135
,United Arab Emirates,,,,44789,15209,190,52,123331,63749
,United Kingdom,,,,,,,,1600,338
,Viet Nam,,,,655,264,,,,
56089000,"OTH,NOTTED NETS/NETTING ROPE",KG,12091,3807,294352,59201,4882,1149,1316393,601963
,Afghanistan,,30,16,140,89,,,100,20
,Australia,,,,540,274,,,,
,Bahrain,,,,1909,378,,,1257,293
,Belgium,,,,,,,,142,44
,Canada,,,,,,,,244,95
,Chile,,,,,,,,375,105
,Djibouti,,,,,,,,802,413
,France,,,,1048,173,,,,
,Haiti,,,,870,237,,,,
,Kenya,,,,,,,,70300,24742
,Kuwait,,,,66014,14180,,,47878,13695
,Malawi,,,,,,,,75,25
,Malaysia,,,,198,27,15,3,15,3
,Netherlands,,,,,,220,68,220,68
,Nigeria,,,,1670,274,,,269770,110465
,Norway,,,,,,,,35,12
,Oman,,,,3981,649,,,1700,648
,Qatar,,,,2800,637,,,,
,Saudi Arabia,,,,55847,9911,4312,952,25192,5921
,Senegal,,,,,,,,532563,273723
,Slovenia,,4076,1590,40778,8723,,,8810,1793
,South Africa,,,,15,3,,,50,18
,Spain,,,,,,,,179,65
,U.R.of Tanzania,,,,,,,,317696,158385
,U.S.America,,,,,,45,15,45,15
,United Arab Emirates,,6835,1750,94630,17949,45,10,14491,4972
,United Kingdom,,1150,451,23912,5697,245,101,24454,6444
56090000,"ARTICLES OF YARN,STRIP ROPE",KG,1003,162,27445,7143,6410,1048,58234,10055
,Afghanistan,,,,1960,667,500,57,500,57
,Germany,,,,750,218,,,,
,Iraq,,,,,,,,997,156
,Kuwait,,,,8445,2044,1250,261,3132,841
,Poland,,,,9435,2669,,,16000,2445
,Saudi Arabia,,560,115,1758,536,4660,730,33850,5798
,South Africa,,,,,,,,1900,395
,Thailand,,,,,,,,160,42
,United Arab Emirates,,443,47,5097,1009,,,1685,318
,United Kingdom,,,,,,,,10,3
57011010,"CARPETS OF WOOL, HAND KNOTTED",SQM,122446,657420,1406384,7607842,95133,640441,1442836,9356780
,Afghanistan,,460,2347,6844,20160,474,2961,5135,34132
,Angola,,,,,,,,22,135
,Argentina,,,,1310,4779,,,3453,8769
,Australia,,725,3703,22839,121047,1164,7241,18709,134525
,Austria,,3861,22958,33426,166500,1330,8405,28435,159622
,Azerbaijan,,150,932,342,2071,,,789,4878
,Bahrain,,136,710,1825,10301,,,543,2795
,Bangladesh,,,,,,16,104,16,104
,Belgium,,69,419,2400,14519,537,3782,2323,15461
,Bosnia & Herzegovina,,,,,,188,1328,217,1595
,Brazil,,360,2341,2979,16847,139,1148,1979,12783
,Canada,,1174,6140,46571,206549,2837,18688,37590,230915
,Cayman  Islands,,17,110,685,3529,,,392,2864
,Chile,,25,167,5778,34604,,,4852,36724
,China,,260,1398,3838,18455,261,1754,4846,24281
,"Co,te d,Ivoire(Fr.Iv",,,,,,,,2,14
,Costa Rica,,,,17,70,,,,
,Croatia,,,,20,329,,,463,3283
,Cuba,,,,,,,,10,65
,Cyprus,,,,505,2983,48,327,426,2831
,Czech Republic,,,,627,3080,,,455,2968
,Denmark,,49,324,3998,23939,900,5475,9044,54014
,Ecuador,,,,,,,,217,1144
,Egypt(U.A.R.),,915,5529,2137,8977,,,4185,19359
,El Salvador,,,,48,169,,,,
,Estonia,,,,,,80,487,80,487
,Finland,,,,1131,6409,,,1953,14029
,France,,3220,20982,49353,283253,360,2252,49350,346694
,Germany,,18148,72492,122187,648943,6662,49168,108355,786714
,Ghana,,3,15,53,336,21,39,53,247
,Greece,,1000,7336,8324,46784,,,4203,24620
,Guatemala,,,,,,,,9,55
,Hong Kong S.A.Re.Chi,,88,460,2163,11792,156,972,4515,31579
,Hungary,,,,1192,6853,,,4929,36552
,India,,,,500,2681,,,,
,Iraq,,,,,,,,290,3118
,Ireland,,,,50,237,,,742,4634
,Italy,,,13595,64559,389442,1115,8351,51307,347453
,Japan,,2931,15344,38170,234672,1451,8635,46608,308980
,Jordan,,,,,,,,15,92
,Kazakstan,,,,582,1710,,,60,360
,Kenya,,2,9,479,1793,,,348,1676
,"Korea, Republic of",,,,124,714,3,18,21,143
,Kuwait,,,,539,3075,,,1495,11465
,Latvia,,,,,,345,2061,640,4530
,Lebanon,,,,12706,68434,,,2214,11645
,Lithuania,,87,483,837,4667,,,243,1496
,Luxembourg,,,,381,2682,,,827,5777
,Malaysia,,631,3470,1949,10652,16,99,2775,11377
,Mali,,,,,,,,67,148
,Malta,,,,,,,,126,782
,Mauritius,,,,8,46,,,,
,Mexico,,10,78,7953,60668,185,1277,5182,34082
,Morocco,,,,325,1784,,,23,183
,Nepal,,,,117,405,,,,
,Netherlands,,504,2389,9841,39281,700,4366,5720,36637
,New Zealand,,2112,15846,7872,53768,1874,15607,7871,52374
,Norway,,74,573,1045,5520,122,824,1186,7018
,O.Asia(Tai.For.Pe.Ki,,,,,,46,313,46,313
,Oman,,,,35,110,,,100,711
,Peru,,608,3954,2110,12843,,,520,3217
,Poland,,,,898,3652,,,469,2838
,Portugal,,,,853,5917,,,1056,7567
,Qatar,,,,5632,31741,235,1511,4813,28889
,Romania,,,,86,459,,,,
,Russian Federation,,,,233,1183,,,,
,Saudi Arabia,,,,3712,17094,1510,10003,8297,51362
,Senegal,,,,11,59,,,7,40
,Serbia,,,,,,,,30,108
,Singapore,,946,4748,3683,18850,,,7599,30863
,Somalia,,,,2,10,,,,
,South Africa,,4411,22541,30625,137076,3034,18559,20080,111662
,Spain,,1436,9340,23629,135714,924,5691,24865,158991
,Sri Lanka,,,,80,358,,,575,2526
,Sweden,,5309,32919,26792,166918,619,4003,26706,170177
,Switzerland,,442,2301,3599,22817,311,2004,4618,29848
,Thailand,,160,814,3089,9002,,,542,3146
,Turkey,,1189,5653,15150,82594,3748,28313,64435,332170
,U.R.of Tanzania,,,,,,,,22,232
,U.S.America,,65451,346434,750876,4079032,54824,365898,790208,5194269
,US.Virgin Islands,,,,100,260,,,205,1471
,Uganda,,,,,,,,30,160
,United Arab Emirates,,131,753,9875,48672,,,5836,30642
,United Kingdom,,5352,27815,56657,287831,8898,58773,56457,357272
,Vanuatu,,,,,,,,10,96
,Viet Nam,,,,28,140,,,,
57011020,RUGS OF WOOL,SQM,3408,8512,34694,81093,957,2781,29827,87218
,Argentina,,,,385,517,,,,
,Australia,,157,415,2402,5253,193,485,1089,2805
,Austria,,,,,,,,35,155
,Belgium,,,,,,25,77,25,77
,Canada,,186,465,858,2439,,,996,4247
,Chile,,69,179,69,179,,,,
,China,,,,617,631,,,124,469
,Finland,,,,65,185,,,,
,France,,,,4744,11406,,,87,248
,Germany,,124,355,3841,11793,109,252,6143,19165
,Ghana,,4,10,4,10,,,,
,Guatemala,,,,,,,,12,86
,Hungary,,,,221,878,,,760,1660
,Italy,,,,56,148,,,553,2296
,Japan,,,,381,956,223,526,828,2137
,Kenya,,,,180,454,,,155,382
,Kuwait,,,,796,1886,,,180,391
,Lebanon,,,,,,,,18,119
,Lithuania,,,,12,35,,,,
,Malawi,,,,1,2,,,,
,Malaysia,,33,87,33,87,,,60,157
,Mexico,,507,1269,507,1269,,,,
,Netherlands,,,,309,797,,,1932,5443
,New Zealand,,,,299,830,,,94,378
,Oman,,,,,,,,28,63
,Qatar,,,,,,,,75,121
,Saudi Arabia,,187,468,1295,3464,,,624,1615
,Serbia,,,,,,,,2,12
,Singapore,,,,60,183,,,,
,South Africa,,342,845,779,2017,,,1496,3700
,Spain,,28,71,149,424,80,168,1690,5353
,Sri Lanka,,,,129,77,,,,
,Sweden,,,,3326,7049,,,55,132
,Switzerland,,,,,,,,40,96
,Thailand,,,,4,22,,,8,26
,Turkey,,,,47,121,,,64,270
,U.S.America,,520,1313,9651,20283,245,1074,7714,21880
,United Arab Emirates,,891,2138,2147,5323,,,2821,7845
,United Kingdom,,360,898,1327,2376,82,199,2119,5890
57011090,OTH CARPETS WOOL ANIMAL HAIRS,SQM,2022,5221,5356,13487,672,2693,22962,84306
,Afghanistan,,,,,,660,2642,660,2642
,Australia,,196,491,831,1432,,,676,2232
,Austria,,,,,,,,358,1862
,Bangladesh,,,,,,,,46,181
,Belgium,,410,1179,719,1980,,,1444,4564
,Brazil,,,,,,,,185,620
,Canada,,60,150,60,150,,,223,1033
,Chile,,,,,,,,495,2306
,China,,,,19,50,,,2500,13873
,Czech Republic,,,,430,1019,,,,
,Denmark,,150,375,150,375,,,344,1166
,Finland,,,,3,9,,,,
,France,,,,,,,,254,610
,Germany,,,,12,28,,,548,2223
,Greece,,,,,,,,6744,18919
,Hong Kong S.A.Re.Chi,,,,,,,,114,316
,Hungary,,,,6,33,,,6,37
,India,,,,190,505,,,90,225
,Italy,,,,27,93,,,50,228
,Japan,,,,166,345,,,137,396
,Malaysia,,3,6,3,6,,,67,396
,Mexico,,,,,,,,194,765
,Nepal,,,,4,13,,,,
,Netherlands,,8,28,254,633,,,1252,5910
,New Zealand,,,,93,241,,,490,1681
,Portugal,,,,,,,,31,125
,Qatar,,,,,,,,9,22
,Saudi Arabia,,,,8,23,,,404,841
,South Africa,,,,19,60,,,280,912
,Spain,,,,836,2314,,,1672,5100
,Thailand,,,,,,,,10,37
,Turkey,,,,4,11,,,,
,U.S.America,,1187,2973,1487,4078,12,50,1735,7790
,United Arab Emirates,,,,7,18,,,60,75
,United Kingdom,,8,19,28,70,,,1884,7220
57019000,"CARPETS,KNOT OF OTH TEX MATERL",SQM,,,5240,30609,463,2990,20403,124934
,Bahrain,,,,265,1145,,,,
,Bangladesh,,,,,,,,61,221
,Cyprus,,,,132,683,80,896,425,3547
,Finland,,,,,,,,1400,7355
,France,,,,1932,13467,,,5735,33463
,Germany,,,,42,260,208,1313,739,4744
,Greece,,,,1035,5279,,,3258,19484
,Hong Kong S.A.Re.Chi,,,,,,,,148,838
,Italy,,,,16,92,,,691,3853
,Japan,,,,952,5206,,,3333,21773
,Malaysia,,,,,,142,518,142,518
,Nepal,,,,3,15,,,,
,New Zealand,,,,,,,,89,647
,Norway,,,,,,29,232,29,232
,Poland,,,,,,,,193,1317
,Saudi Arabia,,,,,,,,589,3142
,South Africa,,,,,,,,104,433
,Spain,,,,,,,,172,1072
,Sweden,,,,219,1107,,,278,1831
,Switzerland,,,,,,4,31,1311,9042
,Turkey,,,,7,37,,,,
,U.S.America,,,,541,2828,,,1525,10419
,United Arab Emirates,,,,96,489,,,149,952
,United Kingdom,,,,,,,,9,3
,Zimbabwe,,,,,,,,23,48
57021000,"KECEM,SCHUMACKS,KARAMAE.ETC.",SQM,14608,31307,147932,351494,15651,33091,144539,368341
,Argentina,,,,,,,,260,728
,Australia,,20,41,5374,11658,30,61,4407,10253
,Austria,,286,628,1540,3711,20,42,1383,2836
,Bahrain,,109,230,109,230,,,,
,Belgium,,77,96,100,170,,,8299,20300
,Bosnia & Herzegovina,,,,550,1102,,,,
,Brazil,,452,904,2341,5789,,,971,2449
,Canada,,,,717,1618,,,371,905
,Cayman  Islands,,,,37,83,,,45,169
,Chile,,5070,11598,11445,27611,,,3958,13740
,China,,510,1285,5349,15690,,,377,645
,Colombia,,,,,,131,383,131,383
,Cyprus,,,,89,240,,,,
,Denmark,,,,1107,2260,605,1244,1621,4024
,Djibouti,,,,,,,,2,8
,Egypt(U.A.R.),,,,,,,,117,348
,Finland,,,,,,,,266,740
,France,,371,1129,16178,40973,271,622,16252,45611
,Germany,,1806,3612,5206,11126,,,1806,5773
,Greece,,,,116,308,,,52,131
,Hong Kong S.A.Re.Chi,,,,116,189,,,289,2317
,Hungary,,,,910,1837,49,140,1946,4121
,Italy,,541,1268,12057,30339,,,10113,19827
,Japan,,,,229,535,97,203,723,1816
,Lebanon,,,,671,2393,,,,
,Malaysia,,,,49,68,,,,
,Mexico,,,,1367,4266,,,1094,2676
,Netherlands,,,,1441,3088,240,481,2393,4257
,New Zealand,,665,1074,845,1520,230,466,230,466
,Peru,,,,34,69,,,,
,Portugal,,,,227,648,,,290,478
,Russian Federation,,,,,,,,160,214
,Saudi Arabia,,,,52,124,,,475,784
,Singapore,,,,1688,3824,,,1237,3856
,South Africa,,500,1224,3645,9595,1420,3141,7469,14394
,Spain,,1654,2706,25253,58844,5000,10178,29193,69485
,Sri Lanka,,,,,,,,130,344
,Sweden,,923,2386,21047,45778,111,243,9776,33102
,Switzerland,,,,1250,3218,,,983,2612
,Thailand,,,,158,188,,,60,192
,U.S.America,,1506,2987,16491,39615,3511,7181,22956,57022
,United Arab Emirates,,,,17,33,,,50,158
,United Kingdom,,118,139,10127,22753,3936,8706,14654,41177
57023290,OTH CARPETS/TEX FLOOR COVERING,SQM,,,47,109,,,24,34
,Bahrain,,,,25,77,,,,
,Netherlands,,,,,,,,24,34
,United Kingdom,,,,22,31,,,,
57023900,CARPETS ECT.AOT.MADE O/TEX MAT,SQM,350,84,350,84,,,85,93
,U.S.America,,40,20,40,20,,,85,93
,United Kingdom,,310,64,310,64,,,,
57024110,"CARPETS, (MACHINE MADE)",SQM,5,17,1031,3152,,,5744,18417
,Australia,,,,88,271,,,247,815
,Bahrain,,,,440,1340,,,,
,Belgium,,,,,,,,4362,14547
,Canada,,,,440,1347,,,327,918
,China,,,,,,,,34,102
,Ghana,,5,17,5,17,,,,
,Guinea,,,,34,103,,,,
,India,,,,,,,,107,287
,Ireland,,,,15,37,,,,
,New Zealand,,,,,,,,21,52
,Thailand,,,,,,,,5,16
,U.S.America,,,,9,37,,,440,1101
,United Arab Emirates,,,,,,,,200,576
,United Kingdom,,,,,,,,1,4
57024190,OTH CARPET ETC.P/CONS M/M/WOOL,SQM,,,304,918,,,322,1184
,Australia,,,,,,,,286,1083
,Canada,,,,209,627,,,,
,Ireland,,,,95,291,,,,
,Qatar,,,,,,,,36,101
57024290,OTH CARPETS ETC.MAX/M/TEX MATL,SQM,,,322,967,,,,
,Ireland,,,,322,967,,,,
57024900,CARPETS ETC.MADE OTH.TEX MATEL,SQM,,,27,83,,,,
,United Arab Emirates,,,,27,83,,,,
57025000,OTH CARPET NOT OF PILE CONSTRU,SQM,,,,,,,24,27
,Bangladesh,,,,,,,,24,27
57029910,RUGS OF COTTON,SQM,38,37,41357,39755,157,245,58989,75499
,Finland,,,,20388,21147,,,28917,34279
,Japan,,,,641,965,,,,
,Kuwait,,,,,,,,250,492
,Lithuania,,,,,,,,16,26
,Netherlands,,,,225,418,,,,
,Norway,,,,14409,10791,,,6372,9123
,Qatar,,,,,,157,245,157,245
,Saudi Arabia,,,,1078,939,,,2249,2763
,Sweden,,,,3318,4335,,,21004,28535
,U.S.America,,,,,,,,10,11
,United Arab Emirates,,,,3,4,,,,
,United Kingdom,,38,37,1295,1156,,,14,24
57029920,DURRIES,SQM,177,178,602,437,14,13,11613,6250
,"Co,te d,Ivoire(Fr.Iv",,,,,,,,20,5
,Kuwait,,,,,,,,578,314
,Peru,,,,,,,,320,161
,Portugal,,,,,,14,13,14,13
,Qatar,,177,178,527,404,,,2470,1286
,Saudi Arabia,,,,,,,,7875,4285
,South Africa,,,,,,,,12,6
,United Arab Emirates,,,,75,33,,,324,180
57029990,OTH CARPET ETC.MADE O/T/MATERL,SQM,,,2136,5063,,,411,278
,Norway,,,,500,2418,,,,
,Qatar,,,,70,110,,,7,105
,United Arab Emirates,,,,1566,2535,,,,
,United Kingdom,,,,,,,,404,174
57032090,O-CARPETS ETC.TUFTED OF NYLON,SQM,11918,7005,117581,57895,2000,4955,32189,58022
,Afghanistan,,,,660,2434,,,5921,28320
,India,,,,13710,3650,,,2600,3894
,Ireland,,,,3,2,,,,
,Japan,,4564,2816,28848,19002,,,9668,15099
,South Africa,,,,21955,9557,2000,4955,14000,10709
,United Arab Emirates,,7354,4188,52405,23250,,,,
57039000,CARPET/TUFT CARS/VEH O-TEX MAT,SQM,,,6080,9324,,,557,990
,Afghanistan,,,,6000,8985,,,,
,Australia,,,,80,339,,,,
,Bangladesh,,,,,,,,255,121
,Saudi Arabia,,,,,,,,230,349
,Spain,,,,,,,,72,520
57049000,OTH CARPETS ETC.FELT N/TUFTED,SQM,,,132,52,,,,
,Finland,,,,2,2,,,,
,Guinea,,,,130,50,,,,
57050000,OTH CARPETS&OTH FLOOR COVERING,SQM,47,31,28958,16384,,,1531,3393
,Azerbaijan,,,,,,,,286,719
,Bangladesh,,,,27656,15379,,,23,95
,Botswana,,,,10,16,,,5,9
,Hong Kong S.A.Re.Chi,,,,,,,,90,134
,Italy,,,,,,,,7,41
,Kazakstan,,,,422,298,,,825,1551
,Madagascar,,,,50,167,,,,
,Malaysia,,,,,,,,6,9
,Oman,,47,31,47,31,,,,
,U.S.America,,,,703,450,,,60,95
,United Kingdom,,,,70,43,,,229,738
58012100,UNCUT WEFT PILE FAB.OF COTTON.,SQM,4415,2514,103336,55632,136,157,751,651
,Belgium,,4075,2249,30499,15457,,,,
,Germany,,,,,,99,114,99,114
,Italy,,,,72497,39909,37,42,652,537
,Netherlands,,340,265,340,265,,,,
58012600,"CHENILLE FABRICS, OF COTTON",SQM,,,18610,2556,,,11961,5573
,U.S.America,,,,18610,2556,,,11961,5573
58019000,OTH PILE&CHENILLE FAB.TEX.MAT,SQM,,,1369,430,,,3000,939
,Saudi Arabia,,,,,,,,3000,939
,United Kingdom,,,,1369,430,,,,
58021100,TERRY TOWEL&S/WOVEN TEYFAB.UBL,SQM,,,36465,4252,,,8045,4505
,Canada,,,,2000,392,,,,
,Oman,,,,,,,,8045,4505
,Ukraine,,,,34380,3820,,,,
,United Arab Emirates,,,,85,41,,,,
58021900,"OTH TERRY TOWEL/FABRICS,OF COT",SQM,109361,25972,816469,264468,3795,1183,2289551,629596
,Afghanistan,,,,,,,,170,52
,Algeria,,,,5500,1900,,,36999,10868
,Angola,,8952,2784,8952,2784,,,,
,Argentina,,,,,,,,20000,6459
,Australia,,,,6504,2875,2595,832,80406,35476
,Bangladesh,,,,145,53,,,,
,Belgium,,11930,3716,44402,15638,,,3025,1175
,Benin,,,,,,,,8976,2356
,Canada,,2270,706,16276,5263,,,30903,9613
,Chile,,,,11272,4248,,,,
,"Co,te d,Ivoire(Fr.Iv",,,,8904,3161,,,72984,19404
,Czech Republic,,,,7000,2322,,,,
,Ecuador,,33871,711,33871,711,,,25574,8046
,Egypt(U.A.R.),,,,,,,,7200,2339
,Finland,,,,,,,,20415,7465
,Gambia,,,,,,,,14432,3760
,Germany,,,,,,,,77850,22308
,Ghana,,,,14462,4959,,,,
,Greece,,,,3574,1348,250,81,250,81
,Hong Kong S.A.Re.Chi,,,,,,,,3100,949
,Ireland,,,,80,15,,,,
,Italy,,1188,416,25947,11487,,,4675,1806
,Jordan,,,,11762,5001,,,20523,5762
,Kenya,,1703,356,3953,826,,,85716,21959
,Kuwait,,,,,,,,13432,4197
,Lebanon,,,,9300,2810,,,18980,5500
,Lithuania,,,,3000,664,,,11641,4249
,Malawi,,7200,1505,7200,1505,,,5400,1652
,Malaysia,,,,37995,12532,,,190403,50343
,Mauritius,,,,8955,3179,,,19821,5570
,Mozambique,,,,327,119,,,1814,635
,Netherlands,,,,,,,,5881,2043
,New Zealand,,,,,,,,12094,4284
,Nigeria,,,,,,,,6711,2027
,Panama,,,,7500,2487,,,17236,4830
,Paraguay,,,,16950,4289,,,,
,Philippines,,,,11204,2705,,,12637,3171
,Poland,,,,4949,1741,,,,
,Portugal,,,,6990,2896,,,,
,Romania,,,,4200,1268,,,,
,Russian Federation,,,,38360,15861,,,9669,5292
,Saudi Arabia,,,,30166,10477,,,51153,12699
,Senegal,,,,19023,7050,,,136416,39097
,South Africa,,13167,5241,90702,24924,,,80674,21934
,Spain,,463,167,17469,5714,950,270,12418,3593
,Sri Lanka,,15644,5930,113877,38169,,,211078,53386
,Togo,,,,9540,3534,,,5914,1539
,U.R.of Tanzania,,,,,,,,33903,10243
,U.S.America,,2611,812,60675,18367,,,42642,13283
,United Arab Emirates,,10362,3627,109143,39399,,,844593,210820
,United Kingdom,,,,,,,,13933,3822
,Uruguay,,,,,,,,1120,360
,Yemen,,,,6340,2187,,,9200,2461
,Zimbabwe,,,,,,,,7590,2692
58022000,"TERRY TOWEL/FABRICS, TEX.MAT",SQM,66,21,76504,22204,,,821819,238061
,Bahrain,,,,1169,380,,,,
,Belgium,,,,,,,,4000,1372
,Canada,,,,,,,,7604,2564
,Chile,,,,2300,814,,,,
,Colombia,,,,,,,,9750,2314
,Germany,,,,2300,723,,,7250,1008
,Greece,,,,,,,,3680,971
,Iraq,,,,,,,,98,41
,Italy,,,,2168,817,,,2150,308
