HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,CUMULATIVE FROM JULY,Unnamed: 6,JUNE.1,Unnamed: 8,CUMULATIVE FROM JULY.1,Unnamed: 10
,,,QUANTITY,VALUE,QUANTITY,VALUE,QUANTITY,VALUE,QUANTIT,VALUE
,Belgium,,,,90,8198,60,5389,250,21384
,Canada,,48,3294,168,14596,,,150,17664
,France,,,,,,,,12,1108
,Germany,,111,9309,183,15824,16,1416,16,1416
,Italy,,,,,,,,14,1368
,Mauritius,,,,,,,,164,15071
,Netherlands,,,,1070,95302,176,15703,764,66261
,New Zealand,,,,20,2122,,,,
,U.S.America,,249,23686,1326,124594,212,20703,1256,114032
,United Arab Emirates,,,,7,630,,,,
,United Kingdom,,,,6,779,,,4,781
,Viet Nam,,,,,,,,81,6447
11032000,PELLETS OF OTHER CEREALS,MT,,,10,1794,,,,
,Afghanistan,,,,10,1794,,,,
11042300,OTH WORK GRAIN OF MAIZE (CORN),KG,,,24432,350,,,154581,3982
,Afghanistan,,,,24432,350,,,,
,Jordan,,,,,,,,28000,739
,Oman,,,,,,,,25000,701
,Qatar,,,,,,,,91215,2231
,United Kingdom,,,,,,,,10366,311
11042900,OTH WORK GRAIN OF OTH CEREALS,KG,,,,,2000,36,124880,1951
,Qatar,,,,,,,,122880,1916
,United Kingdom,,,,,,2000,36,2000,36
11051000,"FLOUR,MEAL&POWDER OF POTATOES",KG,,,,,,,8147,550
,Afghanistan,,,,,,,,1200,62
,Canada,,,,,,,,4947,348
,Mozambique,,,,,,,,2000,140
11061000,"FLOUR,MEAL,POWDER,DRY LEGU VEG",KG,10000,838,10000,838,,,,
,Afghanistan,,10000,838,10000,838,,,,
11081100,"WHEAT, STARCH",KG,,,,,8290,489,746717,29941
,Jordan,,,,,,,,75000,3090
,Kuwait,,,,,,,,36600,1588
,Oman,,,,,,8290,489,33090,1489
,Qatar,,,,,,,,140300,5867
,United Arab Emirates,,,,,,,,458150,17782
,United Kingdom,,,,,,,,3577,125
11081200,"MAIZE (CORN), STARCH",KG,1629713,77599,21716109,1025073,1690400,80315,16867974,870767
,Afghanistan,,271500,13284,4255860,203098,245000,11468,3670588,203230
,Bahrain,,,,,,,,17000,995
,Bangladesh,,456000,23703,3700400,197028,318000,16818,3088800,169322
,Chile,,,,200,11,,,,
,China,,,,117825,5236,,,,
,Djibouti,,,,17000,923,,,17000,900
,Egypt(U.A.R.),,,,28099,1333,,,14000,717
,India,,,,14000,703,,,1000,156
,Indonesia,,53150,2594,780062,44200,,,25000,1309
,Italy,,,,24800,1491,,,1200,103
,Jordan,,,,18000,677,,,,
,Kenya,,684000,30159,8965996,401555,944000,44162,7636000,369891
,Lebanon,,26000,1184,26000,1184,,,,
,Malaysia,,,,189188,7772,12400,1293,49800,3849
,O.Asia(Tai.For.Pe.Ki,,,,366700,23140,,,368000,25961
,Philippines,,,,166740,7877,,,73800,5058
,Saudi Arabia,,,,321300,12897,,,,
,Somalia,,,,,,,,17000,930
,Sri Lanka,,,,107994,4463,72000,3007,180296,8344
,Thailand,,,,34000,1384,,,,
,U.R.of Tanzania,,,,350000,16093,,,,
,United Arab Emirates,,139063,6675,1261025,50231,99000,3567,827250,32252
,United Kingdom,,,,,,,,240,13
,Viet Nam,,,,47920,2809,,,16000,1402
,Yemen,,,,923000,40965,,,865000,46338
11081900,OTHER STARCHES,KG,,,379800,13021,,,391000,26515
,Bangladesh,,,,190000,6708,,,343000,23217
,O.Asia(Tai.For.Pe.Ki,,,,,,,,48000,3298
,United Arab Emirates,,,,189800,6313,,,,
11090000,"WHEAT GLUTEN,WHETHER/NOT DRIED",KG,15,58,148447,11756,,,8944,15649
,Australia,,,,,,,,136,6284
,Canada,,,,22,55,,,,
,Italy,,,,,,,,6,350
,New Zealand,,,,,,,,37,2047
,Spain,,,,,,,,165,6623
,U.S.America,,,,146540,11484,,,8600,345
,United Kingdom,,15,58,1885,216,,,,
12011000,SOYA BEAN SEED,KG,,,5000,548,,,,
,Singapore,,,,5000,548,,,,
12023000,GROUND-NUTS SEED,KG,,,2000,52,,,,
,Afghanistan,,,,2000,52,,,,
12024100,OTH GROUND NUTS IN SHELL,KG,,,13223,1250,18993,1549,195486,10862
,Afghanistan,,,,13223,1250,18993,1549,195486,10862
12024200,GROUND-NUTS SHELLED BROKEN/N-B,KG,,,173294,25769,15000,2041,28803,4417
,Afghanistan,,,,173294,25769,15000,2041,28803,4417
12030000,COPRA,KG,,,550,118,,,10659,3765
,Malaysia,,,,,,,,850,21
,U.S.America,,,,550,118,,,9809,3744
12040000,"LINSEED,WHETHER OR NOT BROKEN",KG,31190,1528,33180,1999,,,,
,Australia,,,,1990,470,,,,
,Kazakstan,,31190,1528,31190,1528,,,,
12051000,LOW ERUCIC ACID RAPE/COLZASEED,KG,,,,,,,314000,14237
,Japan,,,,,,,,314000,14237
12059000,OTHER RAPE/COLZA SEED,KG,179,7,3264,374,,,1580,499
,Bahrain,,,,55,7,,,,
,India,,,,1450,208,,,,
,Kuwait,,179,7,1749,157,,,,
,U.S.America,,,,,,,,1580,499
,United Kingdom,,,,10,1,,,,
12060000,"SUNFLOWER SEED,WHETH/NOT BROKE",KG,,,10000,1727,,,3295,659
,Russian Federation,,,,10000,1727,,,3295,659
12072100,SEEDS FOR CROP (COTTON SEEDS),KG,,,6700,202,,,8500,356
,Afghanistan,,,,4300,104,,,,
,South Africa,,,,2400,98,,,,
,U.S.America,,,,,,,,8500,356
12072900,OTHER COTTON SEEDS,KG,,,922,71,,,38625,1715
,Japan,,,,,,,,25945,1080
,Mauritius,,,,720,30,,,80,4
,U.S.America,,,,,,,,12600,630
,United Kingdom,,,,202,41,,,,
12073000,CASTOR OIL SEEDS,KG,324300,43427,1624922,190888,,,49634,10063
,Australia,,,,,,,,851,133
,China,,324110,43399,1624732,190860,,,48750,9925
,Mozambique,,,,,,,,33,5
,United Arab Emirates,,190,28,190,28,,,,
12074000,SESAMUM (SESAME) SEEDS,KG,2678673,316444,34742494,4601798,1211638,164855,17986641,2792063
,Afghanistan,,12150,1568,483114,62461,,,,
,Australia,,,,57664,10448,,,31855,5240
,Azerbaijan,,,,3460186,533358,408560,61640,2413522,414506
,Belgium,,,,122390,17298,,,111985,19022
,Bulgaria,,11890,1391,77890,9937,,,135500,18580
,China,,540000,58160,2175540,249682,,,622310,101671
,Croatia,,,,117508,12755,19000,1989,81000,11172
,Egypt(U.A.R.),,,,57000,5945,,,118000,19498
,Germany,,48500,5702,402734,55052,22500,3782,422478,77986
,Greece,,,,21933,3203,,,28500,5337
,India,,,,367463,38616,,,56000,13122
,Iran ( Islamic R.),,,,73886,10259,,,38000,3820
,Iraq,,,,162665,27460,,,25425,6130
,Italy,,,,53630,6718,,,114956,13156
,Japan,,522000,60634,3205180,406181,,,1154000,145834
,Jordan,,,,95000,11591,,,140000,27520
,Kazakstan,,530320,59060,4684660,658530,66500,11137,2825387,496026
,"Korea, Republic of",,,,4260000,538491,,,1100000,196159
,Kuwait,,,,,,,,5055,527
,Latvia,,,,119000,18156,,,,
,Lebanon,,57000,8518,152000,22535,38000,5241,57000,7883
,Lithuania,,,,18875,2680,,,22000,3841
,Malaysia,,,,1081957,132218,,,38000,7610
,Mauritius,,,,51465,7720,,,,
,Myanmar,,,,101380,14206,,,,
,Netherlands,,123000,16610,325266,44893,,,155889,23608
,O.Asia(Tai.For.Pe.Ki,,277500,25960,1756473,182058,,,640000,95455
,Poland,,,,308294,46275,78640,9234,923551,135724
,Romania,,22850,3225,42978,6458,,,20128,3191
,Russian Federation,,,,,,,,19699,3021
,Saudi Arabia,,140000,18016,456940,62839,,,263731,43063
,Singapore,,,,495269,61873,,,339000,45752
,South Africa,,,,,,,,2000,186
,Spain,,,,259000,35653,10000,1044,567000,78629
,Sri Lanka,,,,,,,,1200,219
,Syrian Arab Republic,,54000,7957,251440,34753,,,164000,25707
,Tunisia,,,,,,,,19499,2700
,Turkey,,,,3654489,485220,122143,17852,1436622,210829
,Turkmenistan,,,,226420,31885,,,31513,6124
,U.S.America,,214289,34044,1089498,166648,47300,8132,359952,54823
,United Arab Emirates,,106168,12634,452022,58824,18995,3187,308149,46618
,United Kingdom,,19006,2966,60630,9305,,,70405,12290
,Viet Nam,,,,3960655,519615,380000,41616,3123330,409484
12075000,MUSTARD SEEDS,KG,1513,391,10240,2441,221,50,16415,1830
,Australia,,,,1587,373,,,125,36
,Canada,,,,,,,,2760,514
,Chile,,,,12,3,,,,
,Greece,,1350,353,2640,645,,,2090,201
,Hong Kong S.A.Re.Chi,,,,387,89,,,704,49
,Kuwait,,,,1795,435,,,1085,78
,Malaysia,,,,,,,,10,2
,Saudi Arabia,,,,710,167,,,5705,438
,South Africa,,,,205,54,,,,
,Sweden,,,,,,,,250,73
,U.S.America,,,,,,,,616,64
,United Arab Emirates,,163,38,2212,514,221,50,2670,345
,United Kingdom,,,,692,163,,,400,30
12077000,MELON SEEDS,KG,424820,31468,695884,54138,,,152700,15134
,India,,424820,31468,691874,53326,,,136800,11020
,Jordan,,,,,,,,5600,3119
,Lebanon,,,,2000,351,,,7300,788
,Saudi Arabia,,,,2010,461,,,3000,209
12079900,"OTH,OIL SEED/OLEAGINOUS FRUITS",KG,44706,5678,481121,70378,11800,1362,2132039,297062
,Bahrain,,,,,,,,90,11
,Bangladesh,,13789,1834,27289,3630,,,,
,Canada,,,,1035,188,,,,
,Chile,,,,50,7,,,,
,Greece,,,,,,,,1000,142
,Hong Kong S.A.Re.Chi,,,,240,33,,,144,66
,India,,,,121030,17311,,,1456189,200687
,Indonesia,,19000,2259,106298,15056,,,367100,57803
,Italy,,,,119575,17936,,,,
,Jordan,,,,,,,,10000,1201
,"Korea, Republic of",,,,,,,,8376,1167
,Kuwait,,,,773,146,,,700,91
,Malaysia,,11917,1585,48641,6568,,,110096,16164
,Mauritius,,,,,,,,201,26
,Nigeria,,,,2300,508,,,,
,O.Asia(Tai.For.Pe.Ki,,,,,,,,240,34
,Oman,,,,,,,,500,78
,Saudi Arabia,,,,21975,3269,5800,667,12388,1621
,Sri Lanka,,,,7400,1267,,,32060,2588
,Sweden,,,,624,193,,,1250,208
,U.S.America,,,,21202,3785,,,2475,352
,United Arab Emirates,,,,2689,480,6000,694,129230,14819
12081000,FLOUR AND MEALS OF SOYA BEANS,KG,,,273040,9578,,,108490,5195
,Bahrain,,,,1290,84,,,,
,"Korea, Republic of",,,,,,,,108490,5195
,Libya,,,,12000,1495,,,,
,O.Asia(Tai.For.Pe.Ki,,,,259750,8000,,,,
12089020,CASTOR MEAL,KG,2385,310,95100,10620,,,107328,11338
,O.Asia(Tai.For.Pe.Ki,,2385,310,95100,10620,,,107328,11338
12089090,OTH FLOUR/MEAL OF OTH OIL SEED,KG,19500,4687,24350,4791,,,410000,21661
,Indonesia,,,,,,,,100000,5980
,Netherlands,,19500,4687,19500,4687,,,,
,Sri Lanka,,,,,,,,10000,483
,Thailand,,,,,,,,300000,15198
,United Arab Emirates,,,,4850,105,,,,
12091000,SUGAR BEET SEED USE FOR SOWING,KG,,,,,,,1000,146
,Germany,,,,,,,,1000,146
12092100,LUCERNE (ALFALFA) SEED,KG,50630,15132,586425,169963,48000,14268,993476,294095
,Albania,,,,49500,15193,,,48325,15617
,Georgia,,,,,,,,23000,7424
,Italy,,50630,15132,427630,120995,,,568701,164991
,"Korea, Republic of",,,,7295,1933,,,,
,United Arab Emirates,,,,102000,31842,48000,14268,353450,106062
12092200,CLOVER (TRIFOLIUM) SEED,KG,,,397171,94447,55000,10673,832101,195770
,Italy,,,,340371,80096,33000,7002,542712,124065
,Netherlands,,,,,,22000,3671,71150,14512
,O.Asia(Tai.For.Pe.Ki,,,,16800,4876,,,,
,United Arab Emirates,,,,40000,9475,,,218239,57193
12092400,KENTUCKY BLUE GRASS SEED,KG,,,,,,,200,39
,United Arab Emirates,,,,,,,,200,39
12092500,REY GRASS SEED,KG,,,560440,8289,,,403560,11149
,Afghanistan,,,,,15,,,,
,Bahrain,,,,59353,579,,,,
,Oman,,,,7480,55,,,2200,228
,Qatar,,,,12000,75,,,7000,341
,United Arab Emirates,,,,481607,7566,,,394360,10580
12092900,OTHER SEEDS OF FORAGE PLANTS,KG,3800,418,131945,5697,,,24032,2356
,Afghanistan,,,,1800,15,,,7000,459
,France,,,,2000,263,,,,
,Kuwait,,,,16000,2481,,,,
,Lebanon,,,,3800,441,,,3600,368
,Martinique,,,,,,,,2000,261
,Saudi Arabia,,3800,418,4800,836,,,8160,871
,Singapore,,,,,,,,2500,299
,South Africa,,,,,,,,71,19
,U.S.America,,,,390,56,,,701,79
,United Arab Emirates,,,,93155,535,,,,
,Viet Nam,,,,10000,1071,,,,
12093000,SEED OF HERBACEOUS PLANTS,KG,11975,2605,188496,40625,31800,6469,283169,62088
,Australia,,,,255,51,,,1680,338
,Bahrain,,,,4820,1102,,,10,13
,Bangladesh,,,,,,,,357,354
,Canada,,1070,225,1070,225,,,1725,422
,China,,,,1336,405,,,,
,Finland,,,,149536,33274,,,156360,31158
,Germany,,,,,,,,62000,16014
,Hong Kong S.A.Re.Chi,,,,164,42,,,4000,807
,Kenya,,,,900,214,,,300,131
,"Korea, Republic of",,,,15750,1829,5300,1095,17300,3578
,Malaysia,,,,,,,,1450,304
,Norway,,,,,,,,251,83
,Philippines,,3675,790,3675,790,,,,
,Poland,,6215,1368,6215,1368,21700,4434,21700,4434
,Saudi Arabia,,,,,,,,4600,1138
,Singapore,,,,,,,,41,9
,South Africa,,1015,223,1015,223,,,,
,U.S.America,,,,660,267,,,2495,1323
,United Arab Emirates,,,,,,4800,940,8900,1982
,Viet Nam,,,,3100,837,,,,
12099110,ONION SEEDS,KG,,,10510,2752,600,297,16429,7771
,Australia,,,,2950,560,,,4078,1913
,Bahrain,,,,,,,,3000,1636
,Dominican Republic,,,,,,,,4501,2085
,Ethiopia,,,,1700,510,,,3800,1350
,Iraq,,,,,,,,200,115
,Mauritius,,,,,,600,297,600,297
,Nigeria,,,,,,,,250,375
,Spain,,,,5860,1682,,,,
12099120,TOMATO SEEDS,KG,,,18,85,,,4821,5721
,Ethiopia,,,,5,2,,,,
,Lebanon,,,,13,83,,,2700,3167
,Nigeria,,,,,,,,2121,2554
12099190,OTHER VEGETABLE SEEDS,KG,,,44378,5868,11000,1927,35766,5618
,Hong Kong S.A.Re.Chi,,,,6,1,,,,
,India,,,,,,,,8666,1278
,Jordan,,,,20805,1872,,,12600,1822
,Kenya,,,,,,,,1000,157
,Lebanon,,,,200,46,,,,
,Oman,,,,23276,3940,11000,1927,13500,2361
,U.S.America,,,,91,9,,,,
12099900,OTH SEEDS OF FRUIT FOR SOWING,KG,,,59117,21380,7700,3848,372368,51793
,Albania,,,,,,,,90,12
,Argentina,,,,,,,,11000,1634
,Bangladesh,,,,3000,610,,,10000,1567
,China,,,,,,,,93251,13712
,Egypt(U.A.R.),,,,1100,584,3200,1611,3200,1611
,India,,,,7500,1371,,,19500,2964
,Italy,,,,,,,,50361,5117
,Jordan,,,,4950,1690,,,18020,3373
,"Korea, Republic of",,,,2300,1189,,,13500,1478
,Lebanon,,,,50,26,,,,
,Malaysia,,,,75,38,,,,
,Myanmar,,,,,,4500,2237,4500,2237
,Nigeria,,,,,,,,6730,1034
,Oman,,,,4100,537,,,5000,501
,Portugal,,,,,,,,36000,4437
,South Africa,,,,25160,12921,,,49000,5029
,Sri Lanka,,,,,,,,20000,3000
,Sweden,,,,,,,,206,23
,Turkey,,,,10860,2403,,,29090,3725
,U.S.America,,,,22,13,,,1680,193
,United Arab Emirates,,,,,,,,1240,146
12101000,"HOP CONES,NEITHER GROUND/POWDE",KG,,,129390,22974,47050,5427,304300,43115
,Canada,,,,55,13,,,,
,China,,,,13850,3106,,,81000,13674
,France,,,,69615,13448,47050,5427,120800,15648
,"Korea, Republic of",,,,1320,397,,,,
,O.Asia(Tai.For.Pe.Ki,,,,24550,2709,,,32500,6640
,Spain,,,,20000,3302,,,70000,7152
12112000,GINSENG ROOTS,KG,,,,,,,48275,5256
,O.Asia(Tai.For.Pe.Ki,,,,,,,,48275,5256
12119000,OTH PLANTS AND PARTS OF PLANTS,KG,574403,83363,8946451,1005632,2415864,194729,12491218,1383632
,Afghanistan,,20,4,16443,2244,12700,1066,30726,2640
,Algeria,,,,50465,5287,,,,
,Australia,,,,19740,2499,5360,624,17675,2793
,Azerbaijan,,,,900,154,,,114,35
,Bahrain,,,,100,16,40,29,1329,200
,Bangladesh,,,,359303,35549,130258,9208,407935,40307
,Belgium,,,,5610,446,,,4650,701
,Bulgaria,,,,,,,,3800,707
,Canada,,,,7042,3281,,,15445,2847
,Chile,,,,300,30,,,,
,China,,1390,272,392885,37645,2913,568,562999,60749
,Costa Rica,,,,1050,862,,,,
,D.R.of Congo,,,,,,,,382,62
,Denmark,,,,,,500,65,500,65
,Egypt(U.A.R.),,107478,12145,602129,68079,24745,4295,1313172,138713
,Fiji,,,,,,,,151,33
,France,,1625,243,148594,18923,25000,6272,139110,27289
,Germany,,3885,909,67888,15588,6318,2845,51908,10602
,Greece,,,,25,2,,,2169,357
,Guyana,,,,40,3,,,,
,Hong Kong S.A.Re.Chi,,,,122291,15698,45035,6238,138741,19393
,India,,186329,23648,2210136,200416,1812268,117667,4246249,318832
,Indonesia,,,,313480,39570,,,409760,56827
,Iran ( Islamic R.),,,,,,,,80,17
,Iraq,,,,7403,982,4740,783,18345,3276
,Italy,,,,18250,2681,,,21750,4281
,Japan,,6253,3988,57438,11686,6050,1097,180359,27660
,Jordan,,,,9320,859,4000,271,13215,1429
,Kazakstan,,,,146571,3982,,,9679,1395
,"Korea, Republic of",,42810,8493,312712,48282,23070,3730,351724,59698
,Kuwait,,,,11048,1539,5000,2498,8010,4849
,Kyrgyzstan/Kyrgyz R.,,,,,,,,4150,636
,Latvia,,,,2640,506,,,,
,Lebanon,,,,35215,6570,,,12000,1707
,Libya,,,,13933,1789,,,46236,6151
,Malaysia,,8575,3552,152419,22753,2900,323,219322,15176
,Mauritius,,,,40,4,,,160,8
,Morocco,,,,88755,17526,9240,2065,70502,15307
,Mozambique,,,,,,,,122,248
,Myanmar,,,,98395,8909,,,77200,10277
,Netherlands,,,,59708,6169,,,,
,New Zealand,,809,114,809,114,,,4750,805
,Nigeria,,,,,,,,26,6
,Norway,,,,30,16,,,102,8
,O.Asia(Tai.For.Pe.Ki,,34500,3609,401437,58806,8000,1119,590730,80905
,Oman,,,,16066,1957,,,9850,245
,Philippines,,,,,,,,11,1
,Poland,,,,310,41,,,,
,Qatar,,,,,,5095,1000,23190,2657
,Romania,,900,259,1500,431,,,,
,Russian Federation,,,,,,,,1000,105
,Saudi Arabia,,122015,12345,697756,89365,51969,7239,857954,108389
,Senegal,,,,658,105,,,,
,Singapore,,10140,4504,799064,76297,78548,5681,1109778,140479
,South Africa,,,,5182,1022,,,4219,995
,South Sudan,,,,29120,3004,,,,
,Spain,,,,39350,6637,,,,
,Sri Lanka,,7200,4218,901706,107241,22855,6863,681602,117252
,Sudan,,,,,,,,27075,2512
,Sweden,,,,20,3,,,,
,Thailand,,,,19000,1293,,,3000,321
,Trinidad and Tobago,,290,63,290,63,,,9,1
,Tunisia,,,,32245,5839,,,31025,3939
,Turkey,,6519,1022,66557,11165,18900,3248,117754,21012
,U.R.of Tanzania,,,,,,,,113,22
,U.S.America,,,,20261,4344,1600,515,40812,10063
,United Arab Emirates,,23860,2477,331626,31504,98975,8612,541107,50267
,United Kingdom,,1100,197,15224,2808,190,22,17840,3787
,Viet Nam,,4445,502,221037,20927,9595,789,45422,4046
,Yemen,,4260,801,14935,2119,,,4180,545
12129100,SUGAR BEET,KG,,,8246,792,,,210,26
,Kuwait,,,,430,33,,,,
,Oman,,,,896,76,,,,
,Qatar,,,,970,189,,,210,26
,United Arab Emirates,,,,4700,382,,,,
,United Kingdom,,,,1250,112,,,,
12129300,SUGAR CANE,KG,27660,2821,814888,18373,153600,1587,970305,21307
,Afghanistan,,27660,2821,763316,12600,153600,1587,968670,21129
,Bahrain,,,,5145,505,,,,
,Germany,,,,520,83,,,,
,Kuwait,,,,820,45,,,,
,Oman,,,,4707,414,,,,
,Qatar,,,,10793,1205,,,850,84
,Saudi Arabia,,,,12967,1766,,,100,10
,United Arab Emirates,,,,16370,1715,,,685,83
,United Kingdom,,,,250,41,,,,
12129900,OTHER FRUIT STONE&KERNELS/VEG,KG,,,22375,4945,35,8,39711,7115
,Bahrain,,,,8,4,,,,
,China,,,,,,,,8561,1624
,Germany,,,,535,268,,,,
,Hong Kong S.A.Re.Chi,,,,20,10,35,8,35,8
,Kuwait,,,,1085,548,,,,
,Netherlands,,,,19000,3237,,,,
,Oman,,,,105,52,,,,
,Saudi Arabia,,,,1350,675,,,4550,378
,United Kingdom,,,,272,150,,,26565,5104
12130000,"CEREAL STRAW & HUSKS,IN PELLET",KG,21024051,219597,189999938,2134512,17270554,231559,168354478,2244405
,Afghanistan,,,,3620532,60167,,,14453336,166747
,Australia,,,,270,4,,,,
,Bahrain,,559790,5843,4268332,48977,140000,1794,2785763,34666
,Canada,,8000,50,8000,50,,,,
,China,,,,,,,,760000,11389
,Djibouti,,,,339585,3634,,,40118,3384
,Hong Kong S.A.Re.Chi,,,,650000,7242,,,442,10287
,India,,40,84,408400,5800,,,,
,Jordan,,2693235,29281,19475598,227151,1917910,21073,5309140,58208
,"Korea, Republic of",,1082929,15612,4599721,74430,33600,446,1999465,27801
,Kuwait,,2241905,38871,62341554,702205,3158452,52286,45889676,560307
,Malaysia,,,,,,,,2293,47853
,New Zealand,,,,3150,65,,,,
,Oman,,1660000,19602,18391519,219570,2585923,33617,25118208,272542
,Qatar,,1391870,11095,14523696,158592,1362362,17419,17041762,206921
,Saudi Arabia,,20430,316,822965,10197,,,56045,892
,Senegal,,,,98670,1481,,,4000,284
,Singapore,,,,,,,,1345,29009
,Somalia,,,,63360,930,,,96000,1101
,South Africa,,,,31000,443,,,,
,Sri Lanka,,,,,,22000,270,2955478,190705
,U.S.America,,,,4065,61,,,,
,United Arab Emirates,,11296852,98225,59960371,608734,8050307,104654,51841407,622308
,United Kingdom,,69000,620,389150,4782,,,,
12141000,LUCERNE (ALFALFA) MEAL&PELLETS,KG,,,17455,206,,,16517375,250378
,Bahrain,,,,,,,,11820,378
,Kuwait,,,,10450,109,,,26000,400
,Oman,,,,,,,,18615,582
,United Arab Emirates,,,,7005,97,,,16460940,249017
12149000,"OTH SWEDES,MANGOLDS,FODDER,HEY",KG,,,913759,9448,5000,78,7571384,83860
,Afghanistan,,,,748090,7481,,,1021592,9696
,Australia,,,,1584,215,,,900,9
,Bahamas,,,,,,,,24000,239
,Bahrain,,,,,,,,176675,3938
,Kuwait,,,,71215,781,,,87100,951
,Netherlands,,,,1550,17,,,,
,Oman,,,,,,,,103985,634
,Qatar,,,,,,5000,78,83590,1262
,United Arab Emirates,,,,91320,953,,,6073542,67130
13012000,GUM ARABIC,KG,,,20415,4083,,,43805,10404
,Djibouti,,,,,,,,554,208
,Egypt(U.A.R.),,,,,,,,6200,2422
,France,,,,6500,1460,,,,
,Iraq,,,,1285,117,,,550,210
,Jordan,,,,2760,1118,,,689,267
,Morocco,,,,3120,708,,,1275,577
,Oman,,,,,,,,6000,2618
,South Africa,,,,250,137,,,100,52
,Tunisia,,,,,,,,5067,2032
,Turkey,,,,,,,,510,145
,United Arab Emirates,,,,6500,543,,,22860,1872
13019090,OTHER NATURAL GUMS AND RESINS,KG,63989,9679,481003,73500,6400,730,287081,30655
,Afghanistan,,,,400,63,,,,
,Bangladesh,,32370,4855,167218,25523,,,92778,9708
,Canada,,,,45257,6789,,,22763,2291
,Colombia,,,,2300,342,,,18900,2023
,Czech Republic,,,,1600,257,,,,
,Germany,,31600,4821,86200,13215,,,36900,3950
,Hong Kong S.A.Re.Chi,,,,1800,510,,,,
,India,,,,50870,7631,,,36030,3847
,Jordan,,,,,,,,2300,263
,"Korea, Republic of",,,,,,,,6000,737
,Morocco,,,,,,6400,730,6400,730
,O.Asia(Tai.For.Pe.Ki,,,,3020,496,,,,
,Oman,,,,20,3,,,,
,Saudi Arabia,,,,,,,,10790,1082
,Singapore,,,,23465,3755,,,,
,Sri Lanka,,,,,,,,19500,1955
,U.S.America,,,,500,73,,,,
,United Arab Emirates,,19,3,9863,1573,,,34720,4071
,United Kingdom,,,,40,5,,,,
,Viet Nam,,,,88450,13267,,,,
13021200,SAP AND EXTRACTS OF LIQUORICE,KG,432,150,32141,2797,,,2295,733
,Myanmar,,,,30233,2123,,,,
,Saudi Arabia,,,,,,,,386,133
,Sweden,,,,,,,,680,204
,United Kingdom,,432,150,1908,674,,,1229,396
13021900,OTH SAPS & EXTRACT OTH VEG SAP,KG,32130,9799,346836,107214,,,198098,56747
,Algeria,,,,,,,,40,13
,Australia,,,,80,26,,,,
,Bahrain,,,,250,90,,,,
,Bangladesh,,,,1000,355,,,,
,China,,,,,,,,4400,1326
,India,,32130,9799,335446,103355,,,192058,54928
,Italy,,,,820,251,,,,
,Libya,,,,1000,585,,,,
,Morocco,,,,1700,551,,,,
,Myanmar,,,,3700,1131,,,,
,Saudi Arabia,,,,440,130,,,400,117
,Slovenia,,,,415,125,,,,
,U.S.America,,,,1750,548,,,,
,United Arab Emirates,,,,235,67,,,1200,363
13023100,AGAR-AGAR,KG,,,9595,1411,,,8000,3586
,South Africa,,,,9595,1411,,,8000,3586
13023210,GUWAR GUM,KG,2591845,371153,23951954,3127811,1270572,161071,16676387,2597649
,Australia,,,,60125,9003,20000,2975,136324,27225
,Bahrain,,,,1000,141,,,500,104
,Belgium,,78000,9190,585955,69944,62050,6321,162050,20473
,Brazil,,,,100000,13808,,,80000,12473
,Canada,,120000,19138,640000,92104,,,620000,127113
,Chile,,,,67000,10019,,,116500,19572
,China,,1100250,142804,8105997,956363,330000,37179,3837227,455174
,Denmark,,135000,23512,960000,133892,15000,1780,624000,107090
,Egypt(U.A.R.),,,,1550,196,,,2000,261
,Finland,,,,10150,1645,,,,
,France,,60000,8308,158010,22206,,,38000,7437
,Germany,,120000,15436,1474500,182396,200000,23987,1506250,215162
,Ghana,,,,,,,,10000,1392
,Greece,,,,5000,710,,,5000,638
,Guatemala,,,,40000,6201,,,,
,Hong Kong S.A.Re.Chi,,,,,,,,451,401
,India,,,,62340,2351,10000,1343,54400,3325
,Italy,,221500,32016,868327,111011,35000,4167,623000,91637
,Japan,,204000,37441,2316945,357584,98000,15058,2108175,408309
,Kenya,,,,15800,1640,,,,
,"Korea, Republic of",,,,113000,18271,,,72000,12408
,Lebanon,,,,12400,1756,,,,
,Lithuania,,,,49025,6102,,,,
,Malaysia,,,,90650,14167,10000,1326,230305,41154
,Mexico,,,,124000,17589,,,155000,24971
,Netherlands,,60000,9918,656630,92647,60000,8958,534000,84677
,New Zealand,,,,2000,287,,,2000,468
,O.Asia(Tai.For.Pe.Ki,,24000,3898,267500,38432,20000,2816,187500,30288
,Oman,,,,100000,9970,,,,
,Peru,,,,1500,279,,,3500,734
,Philippines,,,,24000,3115,,,12000,1502
,Poland,,,,60000,6830,,,10500,1904
,Qatar,,,,5000,914,,,8000,1628
,Russian Federation,,,,,,,,20000,5750
,Saudi Arabia,,,,30000,4242,,,16000,3458
,Slovenia,,,,,,,,75000,11727
,South Africa,,20000,3193,324000,42454,,,352900,57210
,Spain,,,,832000,105541,100000,11978,650000,98551
,Sri Lanka,,,,60000,9376,,,40000,6355
,Sweden,,14000,2670,68000,11198,,,84000,14524
,Switzerland,,,,,,,,205000,34496
,Thailand,,,,36536,5577,,,29900,5337
,Turkey,,20000,2785,100000,14307,,,,
,U.S.America,,330095,47418,4826674,656821,258522,37585,3450485,566993
,United Arab Emirates,,,,265485,33544,2000,251,177370,26306
